Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7451620,9.7945852,9.4988441,22.30
2,5.7458410,9.7922697,9.4932251,22.28
3,5.7428126,9.8026009,9.4772081,22.24
4,5.7434020,9.8005896,9.4626493,22.24
5,5.7456169,9.7930336,9.4788752,22.27
6,5.7441130,9.7981625,9.4815598,22.26
7,5.7433529,9.8007565,9.4479809,22.28
8,5.7453895,9.7938089,9.4251347,22.31
9,5.7457314,9.7926445,9.4230604,22.32
10,5.7425222,9.8035917,9.4038296,22.35
11,5.7437944,9.7992496,9.3959751,22.36
12,5.7456346,9.7929735,9.4125767,22.32
13,5.7439356,9.7987680,9.4109039,22.35
14,5.7432499,9.8011074,9.3706684,22.36
15,5.7457209,9.7926798,9.3555202,22.32
16,5.7449212,9.7954063,9.3535223,22.34
17,5.7426958,9.8029995,9.3318481,22.34
18,5.7445412,9.7967024,9.3257923,22.33
19,5.7451420,9.7946539,9.3471947,22.33
20,5.7437611,9.7993631,9.3380909,22.34
21,5.7435303,9.8001509,9.2969179,22.33
22,5.7458887,9.7921076,9.2846107,22.37
23,5.7441149,9.7981558,9.2828436,22.30
24,5.7427344,9.8028679,9.2606688,22.32
25,5.7454262,9.7936840,9.2574339,22.32
26,5.7447538,9.7959766,9.2807121,22.28
27,5.7432575,9.8010817,9.2647066,22.29
28,5.7444463,9.7970257,9.2272835,22.30
29,5.7459316,9.7919617,9.2186508,22.28
30,5.7434006,9.8005934,9.2120934,22.32
31,5.7431164,9.8015642,9.1938658,22.27
32,5.7453384,9.7939835,9.2004509,22.26
