Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7439756,9.7986317,9.5036497,21.52
2,5.7452788,9.7941866,9.5244818,21.56
3,5.7436619,9.7997017,9.5167503,21.56
4,5.7432642,9.8010597,9.4722261,21.55
5,5.7460175,9.7916689,9.4566355,21.51
6,5.7449493,9.7953100,9.4572401,21.51
7,5.7420559,9.8051844,9.4328709,21.51
8,5.7450066,9.7951145,9.4245338,21.50
9,5.7446117,9.7964611,9.4486923,21.51
10,5.7436900,9.7996063,9.4365129,21.51
11,5.7436352,9.7997932,9.3923597,21.50
12,5.7462082,9.7910194,9.3823080,21.50
13,5.7434335,9.8004818,9.3773699,21.53
14,5.7423782,9.8040838,9.3521080,21.50
15,5.7453060,9.7940941,9.3514395,21.48
16,5.7447400,9.7960243,9.3699608,21.52
17,5.7430358,9.8018389,9.3514013,21.52
18,5.7446785,9.7962341,9.3115816,21.52
19,5.7463169,9.7906485,9.3051996,21.54
20,5.7427874,9.8026867,9.2945395,21.54
21,5.7433419,9.8007936,9.2743311,21.54
22,5.7455554,9.7932434,9.2870884,21.51
23,5.7444239,9.7971029,9.2967587,21.51
24,5.7427139,9.8029375,9.2733774,21.51
25,5.7452955,9.7941303,9.2418718,21.49
26,5.7461796,9.7911167,9.2392826,21.52
27,5.7423186,9.8042879,9.2217913,21.52
28,5.7431321,9.8015099,9.2053957,21.54
29,5.7459078,9.7920427,9.2226973,21.52
30,5.7440729,9.7982998,9.2250061,21.52
31,5.7429180,9.8022404,9.1919174,21.56
32,5.7452831,9.7941723,9.1680384,21.56
