Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7437363,9.7994480,9.4711647,16.98
2,5.7444744,9.7969303,9.4649811,16.97
3,5.7437458,9.7994156,9.4598150,16.99
4,5.7441688,9.7979727,9.4392958,16.97
5,5.7447701,9.7959213,9.4291792,16.93
6,5.7442236,9.7977858,9.4184999,16.95
7,5.7433133,9.8008919,9.4054222,16.93
8,5.7437382,9.7994413,9.3973188,16.91
9,5.7445621,9.7966309,9.3948164,16.89
10,5.7435293,9.8001547,9.3834381,16.96
11,5.7443905,9.7972164,9.3672743,16.95
12,5.7449245,9.7953949,9.3559675,17.00
13,5.7440376,9.7984200,9.3457680,16.98
14,5.7432871,9.8009815,9.3318701,16.98
15,5.7439718,9.7986450,9.3228521,17.02
16,5.7444897,9.7968779,9.3232050,16.99
17,5.7435055,9.8002357,9.3072815,17.02
18,5.7444425,9.7970390,9.2921610,17.02
19,5.7448063,9.7957983,9.2826939,17.04
20,5.7439704,9.7986498,9.2713900,17.07
21,5.7435865,9.7999592,9.2586823,17.02
22,5.7440319,9.7984400,9.2483826,17.04
23,5.7442780,9.7976007,9.2503586,17.05
24,5.7437787,9.7993031,9.2304659,17.03
25,5.7445102,9.7968082,9.2178411,17.03
26,5.7446132,9.7964573,9.2085590,17.02
27,5.7435064,9.8002319,9.1970081,17.01
28,5.7438164,9.7991743,9.1857033,17.00
29,5.7441788,9.7979383,9.1770725,17.00
30,5.7439737,9.7986383,9.1768131,16.96
31,5.7440081,9.7985210,9.1552668,16.91
32,5.7445812,9.7965660,9.1455050,16.86
