Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7442088,9.7978363,9.4816990,22.23
2,5.7447786,9.7958927,9.4777584,22.30
3,5.7445540,9.7966576,9.4847498,22.31
4,5.7441974,9.7978754,9.4610605,22.35
5,5.7447214,9.7960873,9.4471073,22.28
6,5.7447767,9.7958994,9.4351120,22.31
7,5.7439604,9.7986832,9.4240980,22.33
8,5.7440825,9.7982674,9.4170084,22.32
9,5.7448611,9.7956114,9.4157238,22.32
10,5.7440991,9.7982101,9.4153004,22.31
11,5.7441850,9.7979174,9.3889847,22.29
12,5.7448492,9.7956524,9.3777647,22.27
13,5.7447119,9.7961197,9.3647165,22.32
14,5.7439380,9.7987604,9.3556061,22.28
15,5.7442613,9.7976570,9.3514109,22.24
16,5.7451038,9.7947836,9.3513966,22.26
17,5.7439394,9.7987547,9.3459253,22.23
18,5.7442513,9.7976913,9.3206902,22.27
19,5.7450800,9.7948647,9.3093710,22.26
20,5.7444749,9.7969284,9.2967186,22.22
21,5.7437053,9.7995539,9.2877359,22.20
22,5.7444000,9.7971840,9.2820377,22.24
23,5.7450480,9.7949734,9.2859621,22.29
24,5.7436719,9.7996674,9.2739553,22.29
25,5.7443285,9.7974281,9.2524195,22.29
26,5.7450075,9.7951117,9.2407255,22.31
27,5.7442532,9.7976847,9.2284355,22.35
28,5.7437840,9.7992849,9.2197847,22.29
29,5.7445507,9.7966700,9.2127199,22.27
30,5.7447495,9.7959909,9.2205505,22.29
31,5.7436419,9.7997704,9.2025509,22.29
32,5.7445755,9.7965851,9.1841955,22.30
