Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7437611,9.7993631,9.4782801,14.60
2,5.7437615,9.7993622,9.4657879,14.58
3,5.7437963,9.7992430,9.4531641,14.54
4,5.7437501,9.7994003,9.4398947,14.54
5,5.7439280,9.7987947,9.4278650,14.52
6,5.7439280,9.7987947,9.4170399,14.51
7,5.7439280,9.7987947,9.4067192,14.47
8,5.7438774,9.7989664,9.3971319,14.45
9,5.7438440,9.7990808,9.3862257,14.47
10,5.7439804,9.7986155,9.3760967,14.44
11,5.7437696,9.7993345,9.3634605,14.43
12,5.7436457,9.7997580,9.3513470,14.42
13,5.7435913,9.7999430,9.3390608,14.42
14,5.7439318,9.7987814,9.3295498,14.43
15,5.7439594,9.7986870,9.3203335,14.39
16,5.7439728,9.7986412,9.3089123,14.36
17,5.7436824,9.7996321,9.2950468,14.31
18,5.7436333,9.7997999,9.2812405,14.30
19,5.7438989,9.7988930,9.2700319,14.30
20,5.7439699,9.7986507,9.2592058,14.31
21,5.7440124,9.7985067,9.2494345,14.28
22,5.7435985,9.7999182,9.2362061,14.28
23,5.7438765,9.7989702,9.2254286,14.27
24,5.7437649,9.7993507,9.2127247,14.29
25,5.7436037,9.7999001,9.1966867,14.26
26,5.7437778,9.7993059,9.1847878,14.26
27,5.7434034,9.8005838,9.1696959,14.27
28,5.7439442,9.7987385,9.1601048,14.25
29,5.7437205,9.7995014,9.1480455,14.25
30,5.7437639,9.7993536,9.1371441,14.22
31,5.7438188,9.7991667,9.1247177,14.28
32,5.7437134,9.7995262,9.1111937,14.22
