Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7445507,9.7966700,9.4725208,19.41
2,5.7443552,9.7973366,9.4615412,19.39
3,5.7437935,9.7992525,9.4501171,19.42
4,5.7441764,9.7979460,9.4440336,19.31
5,5.7442341,9.7977495,9.4327364,19.33
6,5.7441430,9.7980604,9.4228754,19.37
7,5.7441940,9.7978859,9.4126997,19.38
8,5.7445211,9.7967710,9.4006329,19.40
9,5.7441096,9.7981749,9.3889580,19.37
10,5.7437992,9.7992334,9.3773422,19.32
11,5.7440853,9.7982569,9.3702459,19.38
12,5.7442508,9.7976923,9.3609829,19.37
13,5.7441778,9.7979422,9.3492050,19.37
14,5.7442493,9.7976980,9.3395252,19.36
15,5.7446628,9.7962875,9.3278646,19.36
16,5.7440071,9.7985239,9.3172131,19.35
17,5.7440062,9.7985277,9.3068647,19.39
18,5.7440128,9.7985048,9.2976475,19.38
19,5.7442589,9.7976656,9.2899218,19.40
20,5.7442875,9.7975674,9.2766466,19.41
21,5.7441864,9.7979126,9.2658997,19.46
22,5.7444916,9.7968712,9.2555609,19.41
23,5.7438774,9.7989664,9.2447948,19.39
24,5.7441559,9.7980165,9.2356586,19.43
25,5.7440352,9.7984285,9.2264719,19.39
26,5.7440882,9.7982473,9.2199116,19.40
27,5.7443104,9.7974892,9.2069540,19.38
28,5.7442522,9.7976885,9.1962013,19.40
29,5.7443938,9.7972050,9.1856070,19.40
30,5.7437162,9.7995167,9.1743898,19.40
31,5.7441936,9.7978878,9.1668062,19.41
32,5.7440534,9.7983656,9.1558599,19.42
