Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7438240,9.7991495,9.4908009,17.08
2,5.7445002,9.7968426,9.5053282,17.08
3,5.7429600,9.8020973,9.4941568,17.08
4,5.7436042,9.7998991,9.4590645,17.08
5,5.7445898,9.7965364,9.4470320,17.11
6,5.7436447,9.7997608,9.4355850,17.09
7,5.7427473,9.8028240,9.4229174,17.10
8,5.7444229,9.7971058,9.4145699,17.11
9,5.7440262,9.7984591,9.4297438,17.04
10,5.7426696,9.8030891,9.4135456,17.11
11,5.7441578,9.7980099,9.3829794,17.09
12,5.7444210,9.7971125,9.3697014,17.07
13,5.7434816,9.8003168,9.3588791,17.07
14,5.7430000,9.8019609,9.3458014,17.05
15,5.7446823,9.7962208,9.3456192,17.05
16,5.7438164,9.7991743,9.3547535,17.07
17,5.7426872,9.8030281,9.3305130,17.10
18,5.7445674,9.7966127,9.3080187,17.05
19,5.7442369,9.7977400,9.2951107,17.06
20,5.7433262,9.8008471,9.2832565,17.03
21,5.7429357,9.8021803,9.2736721,17.05
22,5.7448149,9.7957687,9.2809734,17.08
23,5.7436857,9.7996206,9.2814035,17.10
24,5.7428026,9.8026352,9.2506599,17.07
25,5.7444568,9.7969904,9.2356510,17.12
26,5.7440748,9.7982931,9.2227716,17.11
27,5.7430868,9.8016644,9.2093620,17.11
28,5.7431269,9.8015280,9.2023506,17.04
29,5.7448511,9.7956457,9.2135029,17.05
30,5.7434711,9.8003531,9.2063951,17.06
31,5.7428856,9.8023520,9.1715364,17.10
32,5.7446661,9.7962761,9.1615849,17.11
