Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7443447,9.7973719,9.5069733,20.34
2,5.7470689,9.7880869,9.5090647,20.31
3,5.7436123,9.7998705,9.4949789,20.31
4,5.7413330,9.8076534,9.4666243,20.33
5,5.7471113,9.7879419,9.4954739,20.30
6,5.7453046,9.7940989,9.5317812,20.27
7,5.7408710,9.8092327,9.4862881,20.28
8,5.7463241,9.7906237,9.4383926,20.26
9,5.7459745,9.7918148,9.4367371,20.26
10,5.7428422,9.8024998,9.4235830,20.25
11,5.7419901,9.8054094,9.3975105,20.24
12,5.7477865,9.7856426,9.4351940,20.26
13,5.7435579,9.8000565,9.4573812,20.25
14,5.7413158,9.8077126,9.4028120,20.23
15,5.7472830,9.7873573,9.3621883,20.24
16,5.7451568,9.7946033,9.3608046,20.28
17,5.7416239,9.8066597,9.3448801,20.25
18,5.7442236,9.7977858,9.3266916,20.29
19,5.7471952,9.7876558,9.3739414,20.23
20,5.7420640,9.8051567,9.3750982,20.21
21,5.7420435,9.8052273,9.3077583,20.23
22,5.7476196,9.7862110,9.2871141,20.20
23,5.7443562,9.7973337,9.2741585,20.17
24,5.7409897,9.8088264,9.2527199,20.18
25,5.7448730,9.7955704,9.2415628,20.18
26,5.7470875,9.7880230,9.2935314,20.15
27,5.7416215,9.8066683,9.2775106,20.15
28,5.7431717,9.8013744,9.2143393,20.13
29,5.7476435,9.7861300,9.2123041,20.19
30,5.7442822,9.7975855,9.1985521,20.17
31,5.7405825,9.8102188,9.1755342,20.19
32,5.7458634,9.7921944,9.1849871,20.22
