Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7443209,9.7974539,9.4829378,22.75
2,5.7446160,9.7964468,9.4752665,22.72
3,5.7440996,9.7982092,9.4731112,22.66
4,5.7443218,9.7974501,9.4496546,22.65
5,5.7450790,9.7948675,9.4375172,22.61
6,5.7441430,9.7980604,9.4209576,22.65
7,5.7438221,9.7991552,9.4114504,22.65
8,5.7440138,9.7985010,9.3996353,22.66
9,5.7444839,9.7968979,9.3942776,22.61
10,5.7439890,9.7985859,9.3880358,22.62
11,5.7444220,9.7971087,9.3654947,22.52
12,5.7451873,9.7944984,9.3537550,22.53
13,5.7443228,9.7974472,9.3402157,22.40
14,5.7430940,9.8016405,9.3268499,22.32
15,5.7436490,9.7997456,9.3160238,22.25
16,5.7449093,9.7954464,9.3140535,22.24
17,5.7436318,9.7998047,9.3000603,22.23
18,5.7445984,9.7965078,9.2826242,22.26
19,5.7450571,9.7949429,9.2717628,22.28
20,5.7444153,9.7971315,9.2581873,22.37
21,5.7435985,9.7999182,9.2471838,22.40
22,5.7442942,9.7975445,9.2386761,22.38
23,5.7448792,9.7955494,9.2406750,22.39
24,5.7437210,9.7995005,9.2235842,22.42
25,5.7447338,9.7960453,9.2061901,22.41
26,5.7449260,9.7953892,9.1956224,22.40
27,5.7440996,9.7982092,9.1839533,22.45
28,5.7436457,9.7997580,9.1720743,22.41
29,5.7443089,9.7974939,9.1617126,22.48
30,5.7441192,9.7981415,9.1610079,22.50
31,5.7438145,9.7991810,9.1368275,22.54
32,5.7448292,9.7957201,9.1235514,22.54
