Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7452502,9.7942848,9.4817476,28.31
2,5.7456789,9.7928228,9.4765997,28.31
3,5.7433758,9.8006783,9.4618492,28.33
4,5.7444887,9.7968807,9.4513283,28.37
5,5.7457833,9.7924671,9.4654455,28.38
6,5.7443571,9.7973299,9.4649296,28.33
7,5.7438221,9.7991552,9.4339895,28.40
8,5.7458019,9.7924032,9.4167175,28.35
9,5.7452855,9.7941637,9.4115105,28.37
10,5.7434616,9.8003855,9.3940973,28.38
11,5.7446871,9.7962046,9.3913174,28.41
12,5.7457399,9.7926149,9.4027424,28.38
13,5.7442117,9.7978268,9.3965645,28.43
14,5.7441120,9.7981663,9.3644075,28.42
15,5.7459965,9.7917404,9.3520317,28.39
16,5.7449799,9.7952061,9.3467875,28.42
17,5.7434158,9.8005419,9.3288317,28.41
18,5.7450762,9.7948780,9.3267174,28.40
19,5.7454295,9.7936735,9.3418293,28.45
20,5.7437978,9.7992382,9.3299274,28.45
21,5.7445617,9.7966328,9.2967854,28.50
22,5.7459974,9.7917376,9.2866507,28.52
23,5.7444248,9.7970991,9.2803898,28.50
24,5.7434745,9.8003416,9.2663145,28.46
25,5.7454438,9.7936239,9.2638922,28.43
26,5.7451339,9.7946815,9.2793217,28.40
27,5.7437620,9.7993603,9.2622023,28.38
28,5.7448950,9.7954960,9.2331600,28.37
29,5.7460999,9.7913876,9.2262783,28.35
30,5.7438669,9.7990026,9.2174816,28.30
31,5.7438564,9.7990379,9.2036276,28.27
32,5.7455659,9.7932081,9.2091970,28.26
