Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7446003,9.7965012,9.4951057,18.27
2,5.7443695,9.7972879,9.4850140,18.23
3,5.7435474,9.8000927,9.4735231,18.27
4,5.7437906,9.7992620,9.4649057,18.22
5,5.7445717,9.7965984,9.4606161,18.24
6,5.7438660,9.7990055,9.4575968,18.23
7,5.7441263,9.7981176,9.4334412,18.27
8,5.7448769,9.7955570,9.4243631,18.32
9,5.7442951,9.7975416,9.4140463,18.31
10,5.7433300,9.8008347,9.4034529,18.28
11,5.7438717,9.7989864,9.3960400,18.27
12,5.7447238,9.7960796,9.3938255,18.24
13,5.7436609,9.7997046,9.3841667,18.22
14,5.7441545,9.7980213,9.3648682,18.20
15,5.7449017,9.7954731,9.3541822,18.21
16,5.7440052,9.7985306,9.3422375,18.23
17,5.7433314,9.8008299,9.3299961,18.24
18,5.7440147,9.7984982,9.3229113,18.23
19,5.7445693,9.7966061,9.3260918,18.25
20,5.7434115,9.8005562,9.3111076,18.23
21,5.7442198,9.7977982,9.2941103,18.23
22,5.7447553,9.7959719,9.2831850,18.21
23,5.7438383,9.7990999,9.2710934,18.21
24,5.7434926,9.8002796,9.2588615,18.20
25,5.7441149,9.7981558,9.2506990,18.17
26,5.7444124,9.7971411,9.2555447,18.22
27,5.7436123,9.7998705,9.2355242,18.22
28,5.7445498,9.7966738,9.2204332,18.18
29,5.7445779,9.7965765,9.2118931,18.21
30,5.7437615,9.7993622,9.1999664,18.19
31,5.7437272,9.7994785,9.1889229,18.20
32,5.7443180,9.7974634,9.1818981,18.21
