Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7426491,9.8031588,9.5485516,20.41
2,5.7520967,9.7709827,9.6578846,20.42
3,5.7404985,9.8105059,9.6553926,20.43
4,5.7378955,9.8194084,9.5561314,20.41
5,5.7493405,9.7803526,9.5212412,20.40
6,5.7448015,9.7958145,9.5177364,20.41
7,5.7395787,9.8136501,9.4924355,20.39
8,5.7467880,9.7890434,9.4849586,20.37
9,5.7502241,9.7773476,9.5898924,20.39
10,5.7387714,9.8164110,9.5628147,20.40
11,5.7402430,9.8113785,9.4551277,20.41
12,5.7491407,9.7810335,9.4474697,20.40
13,5.7437735,9.7993212,9.4392071,20.44
14,5.7389669,9.8157425,9.4127312,20.45
15,5.7491894,9.7808676,9.4347525,20.38
16,5.7485256,9.7831259,9.5187416,20.44
17,5.7367382,9.8233709,9.4726744,20.46
18,5.7443371,9.7973986,9.3657446,20.42
19,5.7474403,9.7868214,9.3738108,20.39
20,5.7427864,9.8026896,9.3621140,20.43
21,5.7393413,9.8144627,9.3232126,20.42
22,5.7512236,9.7739496,9.3903646,20.40
23,5.7463384,9.7905760,9.4435635,20.41
24,5.7358694,9.8263474,9.3818245,20.41
25,5.7466726,9.7894363,9.2926531,20.41
26,5.7466192,9.7896185,9.3004599,20.47
27,5.7418666,9.8058310,9.2835865,20.44
28,5.7406464,9.8100004,9.2459316,20.45
29,5.7519493,9.7714834,9.3354073,20.47
30,5.7434912,9.8002844,9.3645144,20.40
31,5.7360382,9.8257685,9.2811403,20.42
32,5.7483435,9.7837458,9.2261209,20.43
