Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7448616,9.7956095,9.5124063,23.02
2,5.7462616,9.7908373,9.5515461,23.01
3,5.7431483,9.8014545,9.5436058,23.03
4,5.7432637,9.8010607,9.4912291,23.05
5,5.7473068,9.7872753,9.4828129,23.11
6,5.7444348,9.7970648,9.4755154,23.10
7,5.7414804,9.8071499,9.4493227,23.15
8,5.7455616,9.7932224,9.4476013,23.09
9,5.7458143,9.7923613,9.4863176,23.11
10,5.7428169,9.8025856,9.4683990,23.11
11,5.7440987,9.7982121,9.4121780,23.16
12,5.7473707,9.7870579,9.4171257,23.16
13,5.7438612,9.7990217,9.4031057,23.18
14,5.7413826,9.8074846,9.3757133,23.23
15,5.7460608,9.7915211,9.3913937,23.28
16,5.7455320,9.7933235,9.4177761,23.30
17,5.7424793,9.8037386,9.3890018,23.30
18,5.7448883,9.7955179,9.3418722,23.30
19,5.7472105,9.7876034,9.3438511,23.28
20,5.7432575,9.8010817,9.3286524,23.23
21,5.7422776,9.8044271,9.3059626,23.16
22,5.7463174,9.7906466,9.3317480,23.13
23,5.7447948,9.7958374,9.3500233,23.10
24,5.7423525,9.8041716,9.3152637,23.01
25,5.7462568,9.7908535,9.2758551,22.98
26,5.7467070,9.7893200,9.2781124,22.96
27,5.7421665,9.8048067,9.2641735,22.91
28,5.7434859,9.8003025,9.2439814,23.00
29,5.7467985,9.7890081,9.2749891,22.99
30,5.7440329,9.7984362,9.2831211,22.87
31,5.7430649,9.8017397,9.2402029,22.97
32,5.7470932,9.7880030,9.2127934,22.96
