Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7453899,9.7938080,9.5156927,23.52
2,5.7451735,9.7945461,9.5054951,23.52
3,5.7439289,9.7987909,9.4947338,23.48
4,5.7437625,9.7993593,9.4836769,23.55
5,5.7455125,9.7933903,9.4871283,23.50
6,5.7445593,9.7966404,9.4938641,23.49
7,5.7437487,9.7994061,9.4638634,23.46
8,5.7453270,9.7940226,9.4521627,23.40
9,5.7450085,9.7951088,9.4414492,23.36
10,5.7438507,9.7990580,9.4292469,23.32
11,5.7437220,9.7994976,9.4217787,23.29
12,5.7457399,9.7926149,9.4305038,23.26
13,5.7440619,9.7983370,9.4296255,23.23
14,5.7438307,9.7991257,9.3952446,23.24
15,5.7454376,9.7936459,9.3861036,23.29
16,5.7448173,9.7957611,9.3773966,23.30
17,5.7436819,9.7996340,9.3632965,23.31
18,5.7442231,9.7977867,9.3589535,23.36
19,5.7455034,9.7934208,9.3707266,23.36
20,5.7436533,9.7997313,9.3635511,23.36
21,5.7443142,9.7974758,9.3313904,23.32
22,5.7455330,9.7933207,9.3218431,23.36
23,5.7445488,9.7966766,9.3133831,23.34
24,5.7435741,9.8000011,9.2999716,23.37
25,5.7445202,9.7967739,9.2937565,23.32
26,5.7452374,9.7943287,9.3093491,23.36
27,5.7434406,9.8004570,9.2958717,23.36
28,5.7448931,9.7955027,9.2669792,23.42
29,5.7453661,9.7938890,9.2561970,23.42
30,5.7441735,9.7979565,9.2484369,23.41
31,5.7435312,9.8001480,9.2359381,23.45
32,5.7450714,9.7948942,9.2297869,23.40
