Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7434287,9.8004980,9.5060568,21.07
2,5.7458329,9.7922983,9.5318050,21.05
3,5.7439623,9.7986765,9.5347118,21.05
4,5.7428355,9.8025227,9.4916372,21.08
5,5.7463279,9.7906103,9.4676714,21.07
6,5.7451897,9.7944908,9.4678526,21.06
7,5.7418203,9.8059893,9.4459715,21.06
8,5.7445202,9.7967739,9.4367161,21.11
9,5.7453494,9.7939463,9.4641113,21.06
10,5.7435570,9.8000603,9.4603834,21.08
11,5.7431316,9.8015118,9.4117069,21.06
12,5.7470837,9.7880363,9.3974171,21.04
13,5.7443976,9.7971916,9.3965359,21.05
14,5.7416077,9.8067150,9.3727064,21.05
15,5.7451377,9.7946682,9.3680363,21.03
16,5.7452440,9.7943058,9.3990078,20.99
17,5.7434578,9.8003979,9.3853149,20.97
18,5.7437382,9.7994413,9.3354425,20.91
19,5.7468700,9.7887640,9.3348894,20.92
20,5.7437849,9.7992821,9.3246231,20.88
21,5.7418098,9.8060246,9.2992659,20.85
22,5.7458329,9.7922983,9.3107014,20.86
23,5.7448273,9.7957268,9.3323517,20.85
24,5.7429175,9.8022423,9.3087778,20.91
25,5.7447653,9.7959375,9.2668991,20.88
26,5.7467051,9.7893257,9.2689247,20.89
27,5.7426443,9.8031759,9.2551126,20.90
28,5.7425938,9.8033476,9.2309065,20.83
29,5.7456279,9.7929964,9.2492580,20.94
30,5.7443438,9.7973757,9.2629175,20.95
31,5.7424397,9.8038731,9.2327662,20.97
32,5.7453728,9.7938662,9.1966133,20.97
