Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7447443,9.7960091,9.4768496,24.84
2,5.7451258,9.7947083,9.4636793,24.80
3,5.7440767,9.7982864,9.4523983,24.83
4,5.7440329,9.7984362,9.4422045,24.85
5,5.7449517,9.7953024,9.4379835,24.83
6,5.7444515,9.7970085,9.4461794,24.79
7,5.7437239,9.7994909,9.4246378,24.81
8,5.7446742,9.7962484,9.4033365,24.86
9,5.7451181,9.7947350,9.3922834,24.83
10,5.7440348,9.7984295,9.3798990,24.91
11,5.7444549,9.7969961,9.3706942,24.88
12,5.7451401,9.7946596,9.3729477,24.80
13,5.7444048,9.7971678,9.3740225,24.86
14,5.7439413,9.7987480,9.3475866,24.75
15,5.7447500,9.7959900,9.3303204,24.83
16,5.7449350,9.7953587,9.3180561,24.80
17,5.7438774,9.7989664,9.3045301,24.81
18,5.7440443,9.7983971,9.2987032,24.82
19,5.7452459,9.7942991,9.3043470,24.87
20,5.7440786,9.7982807,9.2987003,24.88
21,5.7439156,9.7988358,9.2689209,24.92
22,5.7451296,9.7946959,9.2537737,24.85
23,5.7449112,9.7954397,9.2413073,24.85
24,5.7436004,9.7999115,9.2257862,24.76
25,5.7444100,9.7971497,9.2213182,24.76
26,5.7449350,9.7953587,9.2243347,24.71
27,5.7437029,9.7995625,9.2118568,24.76
28,5.7441692,9.7979708,9.1827841,24.76
29,5.7452478,9.7942924,9.1701746,24.83
30,5.7445421,9.7966986,9.1579838,24.82
31,5.7438631,9.7990150,9.1472769,24.83
32,5.7444634,9.7969675,9.1359062,24.82
