Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7448416,9.7956772,9.4959211,19.03
2,5.7461782,9.7911215,9.4949465,19.08
3,5.7423420,9.8042078,9.4801798,19.07
4,5.7428770,9.8023815,9.4583893,18.98
5,5.7457237,9.7926702,9.4777784,19.04
6,5.7441282,9.7981110,9.4869595,19.07
7,5.7425203,9.8035984,9.4548798,19.01
8,5.7453294,9.7940149,9.4244785,19.06
9,5.7459559,9.7918787,9.4232740,19.11
10,5.7420516,9.8051996,9.4024849,19.06
11,5.7432814,9.8010006,9.3904581,19.07
12,5.7456760,9.7928333,9.4109192,19.07
13,5.7438812,9.7989540,9.4117365,19.06
14,5.7428474,9.8024817,9.3707247,19.02
15,5.7457952,9.7924261,9.3493357,19.05
16,5.7453070,9.7940903,9.3473778,19.06
17,5.7418618,9.8058472,9.3243532,19.03
18,5.7442284,9.7977695,9.3158875,19.05
19,5.7450018,9.7951317,9.3407364,19.00
20,5.7434878,9.8002958,9.3336649,19.04
21,5.7430964,9.8016319,9.2877340,19.06
22,5.7464499,9.7901945,9.2737141,19.03
23,5.7441559,9.7980165,9.2722712,19.00
24,5.7416105,9.8067055,9.2492180,19.04
25,5.7448640,9.7956018,9.2425909,19.03
26,5.7446685,9.7962685,9.2680235,19.02
27,5.7432318,9.8011694,9.2537298,19.01
28,5.7436028,9.7999039,9.2076559,19.05
29,5.7463531,9.7905254,9.2020063,19.02
30,5.7430763,9.8017006,9.1940489,19.07
31,5.7420421,9.8052311,9.1703730,19.05
32,5.7452984,9.7941198,9.1779003,19.04
