Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7436671,9.7996845,9.5597486,23.56
2,5.7486429,9.7827272,9.6341286,23.59
3,5.7424297,9.8039083,9.6289139,23.62
4,5.7411737,9.8081980,9.5452585,23.67
5,5.7481761,9.7843161,9.5313349,23.56
6,5.7445869,9.7965460,9.5187149,23.60
7,5.7408972,9.8091431,9.4981642,23.62
8,5.7452593,9.7942533,9.4913187,23.63
9,5.7481747,9.7843208,9.5631123,23.64
10,5.7405758,9.8102407,9.5435886,23.60
11,5.7434006,9.8005934,9.4575968,23.57
12,5.7479768,9.7849951,9.4538183,23.49
13,5.7442207,9.7977953,9.4447012,23.50
14,5.7407789,9.8095474,9.4181194,23.48
15,5.7475405,9.7864799,9.4375973,23.47
16,5.7467985,9.7890081,9.4954510,23.47
17,5.7401013,9.8118639,9.4630051,23.45
18,5.7449164,9.7954226,9.3862886,23.44
19,5.7472715,9.7873964,9.3858633,23.40
20,5.7437549,9.7993851,9.3726540,23.39
21,5.7404943,9.8105202,9.3481312,23.32
22,5.7484765,9.7832937,9.3803129,23.36
23,5.7453885,9.7938128,9.4248381,23.29
24,5.7397928,9.8129177,9.3689146,23.29
25,5.7465754,9.7897673,9.3130589,23.29
26,5.7458982,9.7920752,9.3111906,23.31
27,5.7430801,9.8016872,9.2959566,23.32
28,5.7408161,9.8094196,9.2696390,23.32
29,5.7493849,9.7802029,9.3279638,23.37
30,5.7441206,9.7981367,9.3500586,23.39
31,5.7390060,9.8156090,9.2875929,23.42
32,5.7481284,9.7844782,9.2409763,23.50
