Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7442360,9.7977428,9.4752893,19.15
2,5.7441802,9.7979336,9.4651318,19.20
3,5.7442427,9.7977200,9.4569244,19.17
4,5.7440214,9.7984753,9.4457779,19.19
5,5.7439623,9.7986765,9.4355993,19.21
6,5.7440376,9.7984200,9.4235497,19.19
7,5.7441072,9.7981825,9.4116278,19.22
8,5.7440653,9.7983255,9.3994083,19.10
9,5.7442141,9.7978182,9.3891735,19.13
10,5.7439923,9.7985744,9.3800859,19.14
11,5.7439413,9.7987480,9.3688498,19.15
12,5.7438774,9.7989664,9.3572426,19.19
13,5.7439203,9.7988205,9.3421373,19.24
14,5.7441893,9.7979021,9.3290796,19.24
15,5.7441106,9.7981710,9.3178177,19.20
16,5.7442198,9.7977982,9.3078079,19.23
17,5.7441039,9.7981939,9.2978325,19.22
18,5.7441320,9.7980976,9.2865381,19.19
19,5.7441068,9.7981844,9.2769451,19.15
20,5.7440939,9.7982283,9.2639523,19.19
21,5.7442160,9.7978115,9.2529383,19.17
22,5.7441273,9.7981148,9.2413073,19.12
23,5.7441969,9.7978764,9.2317057,19.18
24,5.7440243,9.7984657,9.2189550,19.13
25,5.7441492,9.7980394,9.2080126,19.12
26,5.7439580,9.7986917,9.1975431,19.13
27,5.7440634,9.7983322,9.1830940,19.17
28,5.7440872,9.7982502,9.1714716,19.11
29,5.7439098,9.7988558,9.1590738,19.09
30,5.7440600,9.7983437,9.1497507,19.06
31,5.7439523,9.7987108,9.1372747,19.04
32,5.7442083,9.7978373,9.1262779,19.12
