Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7445755,9.7965851,9.4892769,26.01
2,5.7459078,9.7920427,9.4793730,26.01
3,5.7440262,9.7984591,9.4744301,26.00
4,5.7433748,9.8006821,9.4571571,25.96
5,5.7457552,9.7925625,9.4576492,25.96
6,5.7448683,9.7955866,9.4755087,25.93
7,5.7433891,9.8006334,9.4544487,25.86
8,5.7449360,9.7953558,9.4237328,25.93
9,5.7460318,9.7916203,9.4169750,25.84
10,5.7435203,9.8001852,9.4060564,25.78
11,5.7438135,9.7991848,9.3914366,25.76
12,5.7455416,9.7932911,9.4006014,25.75
13,5.7446852,9.7962112,9.4093914,25.74
14,5.7436390,9.7997799,9.3808680,25.70
15,5.7452297,9.7943535,9.3569889,25.70
16,5.7458034,9.7923985,9.3512726,25.68
17,5.7431936,9.8013000,9.3358202,25.63
18,5.7439957,9.7985630,9.3229370,25.56
19,5.7457399,9.7926149,9.3371305,25.52
20,5.7444763,9.7969236,9.3382807,25.52
21,5.7435641,9.8000355,9.3039055,25.57
22,5.7454042,9.7937593,9.2861900,25.56
23,5.7452869,9.7941589,9.2820816,25.55
24,5.7430735,9.8017101,9.2639942,25.59
25,5.7442675,9.7976360,9.2582083,25.62
26,5.7456169,9.7930336,9.2719183,25.63
27,5.7440443,9.7983971,9.2680120,25.68
28,5.7435732,9.8000050,9.2329149,25.77
29,5.7458391,9.7922764,9.2198172,25.80
30,5.7447557,9.7959709,9.2162390,25.79
31,5.7431092,9.8015881,9.1956892,25.83
32,5.7447476,9.7959976,9.1931715,25.84
