Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7438769,9.7989683,9.4857588,21.85
2,5.7446699,9.7962627,9.4787941,21.84
3,5.7447867,9.7958651,9.4858484,21.84
4,5.7437000,9.7995720,9.4650755,21.82
5,5.7447281,9.7960653,9.4478016,21.87
6,5.7449017,9.7954731,9.4373198,21.88
7,5.7441530,9.7980261,9.4255753,21.92
8,5.7440519,9.7983713,9.4154978,21.92
9,5.7447143,9.7961121,9.4109402,21.88
10,5.7444763,9.7969236,9.4177036,21.93
11,5.7439680,9.7986574,9.3932810,21.93
12,5.7446384,9.7963705,9.3799667,21.87
13,5.7446470,9.7963409,9.3680735,21.92
14,5.7440419,9.7984056,9.3570976,21.90
15,5.7440310,9.7984428,9.3486032,21.90
16,5.7449431,9.7953310,9.3474302,21.86
17,5.7441492,9.7980394,9.3488111,21.78
18,5.7441292,9.7981081,9.3227320,21.83
19,5.7448640,9.7956018,9.3122587,21.88
20,5.7445846,9.7965546,9.3002548,21.90
21,5.7437992,9.7992334,9.2906723,21.85
22,5.7440434,9.7983999,9.2844830,21.82
23,5.7450609,9.7949295,9.2846441,21.87
24,5.7437515,9.7993965,9.2787609,21.89
25,5.7441273,9.7981148,9.2541456,21.87
26,5.7450819,9.7948580,9.2432070,21.89
27,5.7443590,9.7973232,9.2309895,21.91
28,5.7435627,9.8000402,9.2220011,21.94
29,5.7442284,9.7977695,9.2155113,21.93
30,5.7448664,9.7955933,9.2195711,21.92
31,5.7433720,9.8006916,9.2063580,21.99
32,5.7442327,9.7977543,9.1846895,21.98
