Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7442875,9.7975674,9.4790287,21.07
2,5.7444725,9.7969370,9.4698610,21.06
3,5.7443690,9.7972898,9.4612350,21.10
4,5.7443671,9.7972965,9.4510813,21.06
5,5.7443142,9.7974758,9.4407892,21.05
6,5.7443285,9.7974281,9.4284420,21.03
7,5.7443666,9.7972975,9.4187813,21.07
8,5.7442918,9.7975531,9.4087048,21.07
9,5.7444839,9.7968979,9.4019804,21.08
10,5.7443171,9.7974663,9.3928947,21.12
11,5.7442741,9.7976131,9.3829556,21.14
12,5.7440672,9.7983189,9.3730240,21.11
13,5.7443986,9.7971888,9.3610258,21.14
14,5.7442722,9.7976198,9.3512726,21.11
15,5.7442532,9.7976847,9.3410835,21.11
16,5.7445545,9.7966566,9.3350525,21.18
17,5.7443810,9.7972488,9.3244457,21.20
18,5.7443409,9.7973852,9.3147354,21.25
19,5.7442646,9.7976456,9.3045702,21.23
20,5.7443333,9.7974110,9.2924204,21.16
21,5.7442026,9.7978573,9.2827501,21.16
22,5.7443681,9.7972927,9.2725716,21.17
23,5.7443776,9.7972603,9.2656450,21.18
24,5.7443619,9.7973137,9.2547359,21.18
25,5.7442641,9.7976475,9.2457533,21.22
26,5.7441349,9.7980881,9.2343512,21.22
27,5.7443438,9.7973757,9.2229309,21.20
28,5.7442093,9.7978344,9.2126493,21.23
29,5.7443371,9.7973986,9.2031288,21.23
30,5.7443485,9.7973595,9.1958218,21.21
31,5.7442465,9.7977076,9.1855659,21.25
32,5.7441635,9.7979898,9.1763811,21.26
