Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7440176,9.7984877,9.5322685,15.77
2,5.7467299,9.7892418,9.5873013,15.72
3,5.7409811,9.8088560,9.5786724,15.68
4,5.7424164,9.8039532,9.5054131,15.72
5,5.7470350,9.7882023,9.5008059,15.65
6,5.7436390,9.7997799,9.4876280,15.63
7,5.7401013,9.8118639,9.4613905,15.66
8,5.7449841,9.7951918,9.4685059,15.67
9,5.7462606,9.7908401,9.5174837,15.68
10,5.7405586,9.8102999,9.4848185,15.67
11,5.7433872,9.8006392,9.4206610,15.66
12,5.7466707,9.7894430,9.4237347,15.65
13,5.7431879,9.8013201,9.4102993,15.60
14,5.7402802,9.8112526,9.3851891,15.65
15,5.7461452,9.7912331,9.4046888,15.63
16,5.7450476,9.7949753,9.4436808,15.61
17,5.7403870,9.8108864,9.3986845,15.62
18,5.7444396,9.7970486,9.3483000,15.64
19,5.7459326,9.7919579,9.3452902,15.65
20,5.7426109,9.8032894,9.3336077,15.60
21,5.7405958,9.8101730,9.3046570,15.62
22,5.7474580,9.7867613,9.3387384,15.63
23,5.7436638,9.7996950,9.3668556,15.69
24,5.7398329,9.8127813,9.3112698,15.72
25,5.7467299,9.7892418,9.2699604,15.67
26,5.7446766,9.7962408,9.2681665,15.72
27,5.7412753,9.8078508,9.2516441,15.70
28,5.7428365,9.8025198,9.2332573,15.69
29,5.7469172,9.7886028,9.2784395,15.69
30,5.7421522,9.8048553,9.2870483,15.65
31,5.7410860,9.8084974,9.2236557,15.66
32,5.7470274,9.7882280,9.1970625,15.69
