Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7437258,9.7994843,9.4926519,14.59
2,5.7443976,9.7971916,9.5112581,14.56
3,5.7428503,9.8024721,9.5003061,14.51
4,5.7433233,9.8008575,9.4629841,14.47
5,5.7446289,9.7964029,9.4500008,14.46
6,5.7433519,9.8007593,9.4420900,14.44
7,5.7425222,9.8035917,9.4268789,14.50
8,5.7444091,9.7971525,9.4176874,14.52
9,5.7437849,9.7992821,9.4348240,14.54
10,5.7423344,9.8042336,9.4172554,14.53
11,5.7443533,9.7973433,9.3817549,14.52
12,5.7443943,9.7972031,9.3697309,14.50
13,5.7428522,9.8024654,9.3591127,14.50
14,5.7425709,9.8034258,9.3441525,14.50
15,5.7445078,9.7968159,9.3480358,14.53
16,5.7436099,9.7998800,9.3561735,14.52
17,5.7423468,9.8041906,9.3307867,14.54
18,5.7448440,9.7956696,9.3033333,14.55
19,5.7442684,9.7976322,9.2921228,14.56
20,5.7429991,9.8019638,9.2771664,14.51
21,5.7423162,9.8042955,9.2650537,14.59
22,5.7448244,9.7957363,9.2755795,14.58
23,5.7434349,9.8004761,9.2744780,14.61
24,5.7424059,9.8039894,9.2383432,14.59
25,5.7443109,9.7974882,9.2215538,14.58
26,5.7442579,9.7976685,9.2093115,14.58
27,5.7426085,9.8032970,9.1921368,14.61
28,5.7426062,9.8033056,9.1805811,14.63
29,5.7448282,9.7957230,9.1947260,14.66
30,5.7433939,9.8006172,9.1888475,14.69
31,5.7425470,9.8035078,9.1495800,14.65
32,5.7446623,9.7962894,9.1394348,14.61
