Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7442760,9.7976065,9.4802504,22.11
2,5.7443428,9.7973785,9.4708481,22.11
3,5.7443829,9.7972422,9.4634743,22.12
4,5.7442470,9.7977057,9.4516535,22.09
5,5.7443156,9.7974720,9.4427967,22.09
6,5.7441854,9.7979155,9.4308281,22.09
7,5.7443838,9.7972393,9.4199829,22.08
8,5.7442360,9.7977428,9.4094753,22.11
9,5.7443833,9.7972403,9.4003439,22.13
10,5.7443314,9.7974176,9.3927860,22.11
11,5.7442989,9.7975292,9.3813133,22.09
12,5.7443061,9.7975035,9.3725834,22.11
13,5.7441607,9.7980003,9.3608303,22.10
14,5.7443423,9.7973804,9.3500509,22.12
15,5.7441492,9.7980394,9.3396292,22.11
16,5.7444110,9.7971468,9.3310385,22.08
17,5.7441812,9.7979298,9.3220425,22.11
18,5.7442546,9.7976799,9.3106775,22.11
19,5.7441864,9.7979126,9.3017397,22.10
20,5.7442422,9.7977219,9.2887268,22.09
21,5.7442837,9.7975807,9.2780094,22.08
22,5.7441616,9.7979965,9.2673006,22.09
23,5.7444563,9.7969923,9.2601662,22.11
24,5.7440939,9.7982283,9.2488394,22.09
25,5.7443061,9.7975035,9.2363682,22.13
26,5.7442026,9.7978573,9.2252140,22.12
27,5.7444572,9.7969885,9.2114420,22.24
28,5.7443886,9.7972221,9.2012415,22.23
29,5.7442317,9.7977581,9.1914663,22.22
30,5.7444277,9.7970896,9.1842384,22.25
31,5.7441282,9.7981110,9.1728525,22.19
32,5.7443609,9.7973166,9.1632786,22.24
