Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7431579,9.8014221,9.4946709,16.78
2,5.7451625,9.7945833,9.5097561,16.84
3,5.7435417,9.8001118,9.5028830,16.79
4,5.7427945,9.8026628,9.4603148,16.76
5,5.7450857,9.7948446,9.4470654,16.79
6,5.7442122,9.7978249,9.4371500,16.77
7,5.7426033,9.8033152,9.4185343,16.79
8,5.7443590,9.7973232,9.4077387,16.76
9,5.7444835,9.7968988,9.4271612,16.70
10,5.7432737,9.8010263,9.4139471,16.79
11,5.7435064,9.8002319,9.3753338,16.76
12,5.7450552,9.7949495,9.3613520,16.73
13,5.7434168,9.8005390,9.3537264,16.69
14,5.7425804,9.8033934,9.3368511,16.73
15,5.7449198,9.7954111,9.3300743,16.72
16,5.7441525,9.7980280,9.3475361,16.73
17,5.7425137,9.8036213,9.3276520,16.79
18,5.7446041,9.7964878,9.2912941,16.75
19,5.7449150,9.7954273,9.2796564,16.73
20,5.7428913,9.8023319,9.2674103,16.72
21,5.7429848,9.8020134,9.2516632,16.73
22,5.7447605,9.7959538,9.2591524,16.70
23,5.7440472,9.7983875,9.2657757,16.66
24,5.7424893,9.8037043,9.2401590,16.70
25,5.7449460,9.7953215,9.2124004,16.71
26,5.7448311,9.7957134,9.2013931,16.72
27,5.7429085,9.8022738,9.1855593,16.70
28,5.7427206,9.8029156,9.1741724,16.62
29,5.7452135,9.7944098,9.1868439,16.71
30,5.7436624,9.7997007,9.1862822,16.73
31,5.7429848,9.8020134,9.1510525,16.74
32,5.7446885,9.7961998,9.1338034,16.74
