Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7436533,9.7997313,9.4936714,14.43
2,5.7445078,9.7968159,9.5189152,14.47
3,5.7429047,9.8022871,9.5092249,14.39
4,5.7428455,9.8024883,9.4609947,14.43
5,5.7458553,9.7922211,9.4474335,14.43
6,5.7436872,9.7996159,9.4440470,14.45
7,5.7414660,9.8071995,9.4217234,14.46
8,5.7445660,9.7966175,9.4142084,14.46
9,5.7443647,9.7973042,9.4394264,14.44
10,5.7427959,9.8026581,9.4227829,14.40
11,5.7436781,9.7996464,9.3792725,14.41
12,5.7457585,9.7925510,9.3736458,14.41
13,5.7426252,9.8032408,9.3643570,14.47
14,5.7419996,9.8053761,9.3414173,14.49
15,5.7448959,9.7954931,9.3490152,14.48
16,5.7440720,9.7983027,9.3635054,14.47
17,5.7422180,9.8046303,9.3406363,14.47
18,5.7447271,9.7960682,9.3022108,14.47
19,5.7457275,9.7926569,9.2992420,14.43
20,5.7419410,9.8055773,9.2837667,14.37
21,5.7425179,9.8036060,9.2636309,14.41
22,5.7453680,9.7938824,9.2804041,14.38
23,5.7436361,9.7997894,9.2870979,14.38
24,5.7419519,9.8055391,9.2551928,14.40
25,5.7449102,9.7954435,9.2258348,14.42
26,5.7454844,9.7934866,9.2211132,14.43
27,5.7415886,9.8067808,9.1990042,14.39
28,5.7426195,9.8032598,9.1864834,14.37
29,5.7453165,9.7940588,9.2044029,14.35
30,5.7433667,9.8007088,9.2034101,14.38
31,5.7425013,9.8036633,9.1629486,14.40
32,5.7453160,9.7940598,9.1437035,14.40
