Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7440004,9.7985468,9.5307207,17.52
2,5.7466927,9.7893677,9.5814362,17.55
3,5.7414036,9.8074131,9.5734215,17.57
4,5.7424498,9.8038397,9.5047464,17.56
5,5.7472649,9.7874193,9.4988766,17.51
6,5.7438197,9.7991638,9.4855480,17.41
7,5.7403555,9.8109941,9.4595461,17.50
8,5.7448034,9.7958078,9.4617109,17.48
9,5.7463002,9.7907047,9.5088978,17.46
10,5.7409716,9.8088894,9.4803791,17.46
11,5.7433953,9.8006115,9.4181585,17.43
12,5.7467937,9.7890234,9.4195395,17.46
13,5.7431641,9.8014011,9.4074221,17.42
14,5.7404594,9.8106384,9.3811598,17.43
15,5.7458649,9.7921886,9.3977022,17.42
16,5.7455354,9.7933121,9.4354019,17.40
17,5.7407064,9.8097944,9.3948574,17.41
18,5.7440357,9.7984266,9.3419466,17.41
19,5.7464285,9.7902679,9.3409729,17.40
20,5.7427788,9.8027163,9.3273096,17.40
21,5.7406964,9.8098288,9.2988977,17.41
22,5.7469788,9.7883930,9.3285303,17.42
23,5.7441201,9.7981386,9.3564997,17.44
24,5.7402425,9.8113804,9.3046627,17.43
25,5.7464380,9.7902355,9.2628260,17.48
26,5.7452087,9.7944260,9.2599239,17.48
27,5.7416205,9.8066711,9.2426748,17.55
28,5.7425642,9.8034487,9.2232399,17.51
29,5.7471704,9.7877407,9.2604828,17.50
30,5.7423458,9.8041945,9.2759571,17.49
31,5.7413483,9.8076019,9.2162333,17.48
32,5.7468643,9.7887831,9.1835070,17.47
