Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7451124,9.7947540,9.4863586,22.43
2,5.7462177,9.7909861,9.4851971,22.41
3,5.7425528,9.8034878,9.4689217,22.45
4,5.7433119,9.8008966,9.4489737,22.49
5,5.7458611,9.7922020,9.4685040,22.49
6,5.7442570,9.7976713,9.4734650,22.48
7,5.7429156,9.8022490,9.4422512,22.48
8,5.7453165,9.7940588,9.4141560,22.54
9,5.7459908,9.7917604,9.4154043,22.53
10,5.7422118,9.8046522,9.3939066,22.57
11,5.7437630,9.7993565,9.3830900,22.60
12,5.7455659,9.7932081,9.4024191,22.59
13,5.7440414,9.7984066,9.4014435,22.62
14,5.7431669,9.8013916,9.3607292,22.65
15,5.7460251,9.7916431,9.3414726,22.64
16,5.7454066,9.7937508,9.3423672,22.64
17,5.7422142,9.8046436,9.3176832,22.67
18,5.7446451,9.7963476,9.3100920,22.68
19,5.7452431,9.7943087,9.3344822,22.68
20,5.7439556,9.7987003,9.3267927,22.68
21,5.7433438,9.8007870,9.2827291,22.64
22,5.7464585,9.7901659,9.2678833,22.61
23,5.7445188,9.7967787,9.2699223,22.56
24,5.7423034,9.8043394,9.2430143,22.52
25,5.7452831,9.7941723,9.2375908,22.50
26,5.7448602,9.7956142,9.2619276,22.47
27,5.7434626,9.8003817,9.2454042,22.41
28,5.7439804,9.7986155,9.2018194,22.41
29,5.7465782,9.7897577,9.1948385,22.41
30,5.7433743,9.8006830,9.1902447,22.36
31,5.7428350,9.8025236,9.1660833,22.36
32,5.7455549,9.7932453,9.1743736,22.37
