Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7434683,9.8003626,9.4925117,16.57
2,5.7449260,9.7953892,9.5056438,16.57
3,5.7436228,9.7998352,9.4968309,16.57
4,5.7433109,9.8008995,9.4599581,16.53
5,5.7447505,9.7959881,9.4511061,16.50
6,5.7439451,9.7987356,9.4367027,16.48
7,5.7429900,9.8019953,9.4244499,16.45
8,5.7440462,9.7983904,9.4130478,16.43
9,5.7445440,9.7966928,9.4279633,16.44
10,5.7430220,9.8018856,9.4165583,16.46
11,5.7440414,9.7984066,9.3826876,16.48
12,5.7447419,9.7960176,9.3702841,16.48
13,5.7439547,9.7987032,9.3573046,16.49
14,5.7431278,9.8015242,9.3446960,16.54
15,5.7446909,9.7961912,9.3374233,16.54
16,5.7440977,9.7982149,9.3506536,16.52
17,5.7427473,9.8028240,9.3320351,16.61
18,5.7445898,9.7965364,9.3027077,16.62
19,5.7443542,9.7973404,9.2891855,16.57
20,5.7436748,9.7996578,9.2775869,16.51
21,5.7430315,9.8018541,9.2653141,16.57
22,5.7448273,9.7957268,9.2656898,16.58
23,5.7438259,9.7991428,9.2718029,16.55
24,5.7428341,9.8025274,9.2455835,16.59
25,5.7450457,9.7949820,9.2258644,16.57
26,5.7439947,9.7985659,9.2115831,16.57
27,5.7435040,9.8002405,9.1992989,16.65
28,5.7428684,9.8024101,9.1888313,16.60
29,5.7451396,9.7946615,9.1954231,16.60
30,5.7438908,9.7989206,9.1927471,16.58
31,5.7430377,9.8018322,9.1596537,16.57
32,5.7446756,9.7962437,9.1473446,16.58
