Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7428846,9.8023548,9.5512142,16.75
2,5.7497931,9.7788134,9.6405630,16.77
3,5.7410922,9.8084764,9.6310167,16.78
4,5.7391648,9.8150654,9.5387154,16.78
5,5.7481833,9.7842913,9.5149899,16.76
6,5.7442827,9.7975836,9.5081501,16.80
7,5.7398481,9.8127289,9.4811296,16.82
8,5.7465591,9.7898235,9.4730082,16.79
9,5.7481880,9.7842760,9.5588627,16.82
10,5.7396102,9.8135424,9.5324659,16.80
11,5.7414799,9.8071527,9.4318533,16.80
12,5.7480659,9.7846909,9.4227676,16.77
13,5.7432547,9.8010912,9.4163132,16.76
14,5.7398415,9.8127518,9.3821964,16.79
15,5.7485762,9.7829542,9.4067698,16.78
16,5.7466359,9.7895613,9.4735727,16.77
17,5.7379990,9.8190546,9.4329777,16.79
18,5.7449636,9.7952614,9.3428335,16.78
19,5.7467360,9.7892199,9.3403654,16.77
20,5.7425556,9.8034782,9.3285542,16.80
21,5.7398081,9.8128662,9.2989588,16.82
22,5.7499881,9.7781506,9.3560286,16.80
23,5.7449074,9.7954531,9.3921833,16.77
24,5.7378569,9.8195410,9.3355789,16.78
25,5.7466955,9.7893581,9.2611589,16.77
26,5.7454424,9.7936287,9.2610788,16.80
27,5.7423167,9.8042936,9.2415714,16.77
28,5.7408590,9.8092737,9.2121983,16.79
29,5.7500396,9.7779751,9.2890720,16.74
30,5.7427759,9.8027258,9.3020859,16.77
31,5.7373214,9.8213739,9.2243509,16.81
32,5.7481961,9.7842474,9.1837988,16.80
