Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7434120,9.8005543,9.5139656,20.80
2,5.7462816,9.7907686,9.5432491,20.82
3,5.7435226,9.8001776,9.5492344,20.84
4,5.7427711,9.8027420,9.5045309,20.82
5,5.7468042,9.7889881,9.4768438,20.87
6,5.7450371,9.7950106,9.4769745,20.88
7,5.7417603,9.8061943,9.4582806,20.88
8,5.7446680,9.7962694,9.4469156,20.93
9,5.7460222,9.7916527,9.4808064,20.87
10,5.7433128,9.8008938,9.4755421,20.88
11,5.7429085,9.8022738,9.4255486,20.93
12,5.7472687,9.7874060,9.4127913,20.95
13,5.7444258,9.7970963,9.4092808,20.86
14,5.7414031,9.8074141,9.3862457,20.89
15,5.7451634,9.7945805,9.3820601,20.88
16,5.7456703,9.7928514,9.4204950,20.86
17,5.7427311,9.8028793,9.4040642,20.84
18,5.7436562,9.7997217,9.3501177,20.83
19,5.7470751,9.7880650,9.3521271,20.79
20,5.7439923,9.7985744,9.3388309,20.83
21,5.7413511,9.8075924,9.3140364,20.82
22,5.7458544,9.7922249,9.3273335,20.84
23,5.7453642,9.7938957,9.3542938,20.83
24,5.7425928,9.8033514,9.3283978,20.85
25,5.7444925,9.7968683,9.2831097,20.83
26,5.7468500,9.7888317,9.2855883,20.81
27,5.7430859,9.8016682,9.2698231,20.79
28,5.7421885,9.8047314,9.2475405,20.80
29,5.7459450,9.7919159,9.2698107,20.79
30,5.7445998,9.7965021,9.2865009,20.78
31,5.7422838,9.8044062,9.2537651,20.75
32,5.7456021,9.7930841,9.2142143,20.78
