Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7439013,9.7988853,9.4835501,18.40
2,5.7451735,9.7945461,9.5007057,18.45
3,5.7436986,9.7995768,9.4952192,18.42
4,5.7429886,9.8020000,9.4541941,18.43
5,5.7454176,9.7937136,9.4405451,18.43
6,5.7441483,9.7980423,9.4372234,18.43
7,5.7425528,9.8034878,9.4153681,18.45
8,5.7446871,9.7962046,9.4105082,18.43
9,5.7443991,9.7971869,9.4330301,18.45
10,5.7429881,9.8020020,9.4183531,18.44
11,5.7436557,9.7997236,9.3787422,18.48
12,5.7453146,9.7940655,9.3670883,18.47
13,5.7433720,9.8006916,9.3614159,18.44
14,5.7427082,9.8029566,9.3424854,18.43
15,5.7450361,9.7950144,9.3430414,18.44
16,5.7443109,9.7974882,9.3604298,18.45
17,5.7426882,9.8030252,9.3401823,18.42
18,5.7444606,9.7969770,9.3058176,18.38
19,5.7454014,9.7937689,9.2973213,18.37
20,5.7428570,9.8024492,9.2860050,18.36
21,5.7432089,9.8012486,9.2699718,18.33
22,5.7449770,9.7952156,9.2819319,18.40
23,5.7441125,9.7981653,9.2888060,18.33
24,5.7426577,9.8031292,9.2610254,18.42
25,5.7447615,9.7959509,9.2347679,18.39
26,5.7451963,9.7944679,9.2279730,18.41
27,5.7425218,9.8035936,9.2116680,18.36
28,5.7432108,9.8012419,9.2010145,18.43
29,5.7451863,9.7945023,9.2154570,18.44
30,5.7436543,9.7997284,9.2161407,18.42
31,5.7428627,9.8024292,9.1800642,18.43
32,5.7448158,9.7957649,9.1610241,18.44
