Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7440848,9.7982588,9.5118809,24.24
2,5.7454796,9.7935028,9.5254040,24.25
3,5.7439399,9.7987537,9.5188885,24.25
4,5.7435327,9.8001432,9.4816055,24.28
5,5.7455449,9.7932796,9.4702816,24.28
6,5.7447453,9.7960062,9.4625158,24.29
7,5.7430820,9.8016815,9.4443674,24.33
8,5.7443666,9.7972975,9.4370852,24.31
9,5.7453203,9.7940454,9.4505968,24.38
10,5.7439623,9.7986765,9.4418230,24.40
11,5.7445641,9.7966242,9.4063034,24.35
12,5.7457485,9.7925854,9.3950224,24.35
13,5.7442746,9.7976112,9.3890858,24.38
14,5.7433119,9.8008966,9.3728237,24.36
15,5.7450633,9.7949219,9.3663225,24.34
16,5.7445402,9.7967052,9.3844557,24.28
17,5.7433057,9.8009176,9.3680477,24.25
18,5.7449999,9.7951384,9.3355064,24.22
19,5.7455959,9.7931051,9.3255167,24.15
20,5.7438927,9.7989140,9.3160381,24.22
21,5.7435312,9.8001480,9.3012009,24.19
22,5.7455139,9.7933855,9.3018427,24.16
23,5.7445126,9.7967997,9.3126602,24.12
24,5.7433119,9.8008966,9.2883072,24.05
25,5.7453175,9.7940550,9.2643223,24.05
26,5.7454491,9.7936058,9.2549934,23.98
27,5.7435989,9.7999172,9.2410450,23.94
28,5.7437677,9.7993412,9.2295532,23.97
29,5.7456722,9.7928457,9.2387810,23.92
30,5.7446632,9.7962856,9.2427673,23.95
31,5.7437506,9.7993994,9.2137756,23.97
32,5.7453966,9.7937851,9.1992550,23.97
