Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7448206,9.7957497,9.4828625,26.27
2,5.7454453,9.7936192,9.4879999,26.20
3,5.7438335,9.7991161,9.4723043,26.17
4,5.7447753,9.7959032,9.4436417,26.10
5,5.7453785,9.7938471,9.4318666,26.05
6,5.7446547,9.7963152,9.4200745,26.09
7,5.7439647,9.7986689,9.4112558,26.15
8,5.7447844,9.7958727,9.4016743,26.18
9,5.7451115,9.7947569,9.4089079,26.22
10,5.7437706,9.7993317,9.3899984,26.28
11,5.7447662,9.7959347,9.3669987,26.26
12,5.7450504,9.7949657,9.3534746,26.27
13,5.7440495,9.7983789,9.3407288,26.24
14,5.7441363,9.7980833,9.3296795,26.25
15,5.7451210,9.7947254,9.3232126,26.23
16,5.7451658,9.7945728,9.3333759,26.16
17,5.7440062,9.7985277,9.3090668,26.09
18,5.7450209,9.7950668,9.2917423,26.06
19,5.7453890,9.7938118,9.2776737,26.04
20,5.7439775,9.7986250,9.2638340,26.05
21,5.7443304,9.7974215,9.2533836,26.05
22,5.7448578,9.7956219,9.2505093,26.07
23,5.7445822,9.7965622,9.2547827,26.05
24,5.7446756,9.7962437,9.2277956,26.07
25,5.7452378,9.7943268,9.2138805,26.02
26,5.7449141,9.7954302,9.1999598,26.01
27,5.7440472,9.7983875,9.1886587,26.02
28,5.7441597,9.7980032,9.1812630,26.08
29,5.7452383,9.7943249,9.1830149,26.11
30,5.7438154,9.7991781,9.1784229,26.14
31,5.7440262,9.7984591,9.1496267,26.13
32,5.7452569,9.7942619,9.1357832,26.16
