Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7435942,9.7999334,9.4759350,19.22
2,5.7442994,9.7975264,9.4667578,19.22
3,5.7439671,9.7986603,9.4675169,19.31
4,5.7438250,9.7991457,9.4427919,19.29
5,5.7443056,9.7975063,9.4303255,19.29
6,5.7445073,9.7968178,9.4176407,19.34
7,5.7432251,9.8011923,9.4036570,19.33
8,5.7437763,9.7993116,9.3923464,19.36
9,5.7446909,9.7961912,9.3858061,19.36
10,5.7438674,9.7990007,9.3815565,19.38
11,5.7441239,9.7981253,9.3577414,19.38
12,5.7446194,9.7964354,9.3471479,19.33
13,5.7443075,9.7974997,9.3356438,19.32
14,5.7433796,9.8006649,9.3227739,19.27
15,5.7438660,9.7990055,9.3153410,19.30
16,5.7447052,9.7961426,9.3123264,19.30
17,5.7435555,9.8000650,9.3032484,19.25
18,5.7440996,9.7982092,9.2830915,19.26
19,5.7448697,9.7955818,9.2717409,19.23
20,5.7439651,9.7986670,9.2600336,19.23
21,5.7432699,9.8010397,9.2466898,19.18
22,5.7439499,9.7987194,9.2382498,19.20
23,5.7445002,9.7968426,9.2390099,19.18
24,5.7433605,9.8007307,9.2237091,19.22
25,5.7442513,9.7976913,9.2061195,19.15
26,5.7447686,9.7959261,9.1949482,19.20
27,5.7438078,9.7992039,9.1824198,19.18
28,5.7433901,9.8006296,9.1686888,19.21
29,5.7440376,9.7984200,9.1583319,19.18
30,5.7443085,9.7974958,9.1611156,19.20
31,5.7435255,9.8001671,9.1395292,19.22
32,5.7443542,9.7973404,9.1226892,19.23
