Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7443776,9.7972603,9.4879827,26.83
2,5.7446914,9.7961903,9.4823790,26.83
3,5.7446270,9.7964096,9.4839811,26.83
4,5.7444706,9.7969427,9.4640970,26.76
5,5.7448082,9.7957916,9.4522839,26.82
6,5.7447705,9.7959204,9.4411287,26.79
7,5.7443266,9.7974348,9.4310083,26.79
8,5.7445154,9.7967901,9.4230337,26.81
9,5.7447472,9.7959995,9.4185743,26.83
10,5.7445183,9.7967806,9.4169874,26.83
11,5.7445211,9.7967710,9.3983059,26.82
12,5.7450476,9.7949753,9.3866634,26.84
13,5.7447233,9.7960815,9.3759346,26.85
14,5.7442503,9.7976952,9.3668776,26.86
15,5.7444992,9.7968454,9.3608904,26.88
16,5.7448912,9.7955084,9.3570194,26.89
17,5.7442722,9.7976198,9.3503504,26.85
18,5.7444215,9.7971106,9.3317776,26.90
19,5.7450294,9.7950373,9.3209047,26.89
20,5.7446389,9.7963696,9.3089800,26.90
21,5.7440882,9.7982473,9.3003397,26.93
22,5.7446527,9.7963219,9.2948294,26.94
23,5.7449522,9.7953005,9.2932196,26.90
24,5.7442365,9.7977419,9.2825603,26.85
25,5.7445450,9.7966890,9.2654495,26.88
26,5.7450666,9.7949104,9.2548189,26.89
27,5.7444897,9.7968779,9.2431450,26.88
28,5.7440963,9.7982197,9.2342558,26.82
29,5.7446680,9.7962694,9.2278881,26.87
30,5.7448564,9.7956276,9.2290201,26.90
31,5.7442465,9.7977076,9.2145805,26.90
32,5.7446084,9.7964725,9.1996593,26.89
