Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7444048,9.7971678,9.4801702,20.72
2,5.7446904,9.7961931,9.4683142,20.68
3,5.7440400,9.7984123,9.4553328,20.65
4,5.7445507,9.7966700,9.4467678,20.66
5,5.7445860,9.7965488,9.4384451,20.63
6,5.7445841,9.7965555,9.4328299,20.60
7,5.7445655,9.7966194,9.4214582,20.59
8,5.7447658,9.7959366,9.4114017,20.60
9,5.7446327,9.7963896,9.4010582,20.58
10,5.7440276,9.7984543,9.3904896,20.67
11,5.7445407,9.7967043,9.3858471,20.64
12,5.7444458,9.7970276,9.3754644,20.64
13,5.7444019,9.7971773,9.3679075,20.65
14,5.7444315,9.7970762,9.3566723,20.68
15,5.7447038,9.7961473,9.3440037,20.67
16,5.7444019,9.7971773,9.3320866,20.69
17,5.7440734,9.7982979,9.3207655,20.64
18,5.7445021,9.7968359,9.3165646,20.63
19,5.7446747,9.7962475,9.3077888,20.61
20,5.7445321,9.7967329,9.2981167,20.54
21,5.7443781,9.7972584,9.2882318,20.58
22,5.7448955,9.7954941,9.2771597,20.55
23,5.7443933,9.7972059,9.2673340,20.54
24,5.7441092,9.7981758,9.2563677,20.61
25,5.7444105,9.7971478,9.2496386,20.65
26,5.7444773,9.7969208,9.2422457,20.71
27,5.7443256,9.7974377,9.2298679,20.71
28,5.7442656,9.7976418,9.2190971,20.70
29,5.7446785,9.7962341,9.2082901,20.72
30,5.7440863,9.7982540,9.1962900,20.75
31,5.7441645,9.7979870,9.1856918,20.80
32,5.7442784,9.7975979,9.1782084,20.85
