Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7435842,9.7999678,9.4738445,15.78
2,5.7436099,9.7998800,9.4614096,15.78
3,5.7435942,9.7999334,9.4526396,15.78
4,5.7437997,9.7992315,9.4406424,15.75
5,5.7439575,9.7986937,9.4285479,15.73
6,5.7438393,9.7990961,9.4165373,15.68
7,5.7432213,9.8012056,9.4045248,15.71
8,5.7435989,9.7999172,9.3977003,15.74
9,5.7437115,9.7995329,9.3850155,15.74
10,5.7435875,9.7999554,9.3744736,15.69
11,5.7437487,9.7994061,9.3638029,15.75
12,5.7440929,9.7982311,9.3510456,15.77
13,5.7436128,9.7998695,9.3392191,15.77
14,5.7432671,9.8010492,9.3272152,15.77
15,5.7435513,9.8000793,9.3185740,15.77
16,5.7437630,9.7993565,9.3083315,15.77
17,5.7436876,9.7996140,9.2959785,15.74
18,5.7437401,9.7994347,9.2860470,15.72
19,5.7441368,9.7980814,9.2736635,15.74
20,5.7435007,9.8002520,9.2620182,15.72
21,5.7434602,9.8003902,9.2510843,15.73
22,5.7435284,9.8001575,9.2410383,15.70
23,5.7437525,9.7993927,9.2328062,15.69
24,5.7438335,9.7991161,9.2193146,15.70
25,5.7437277,9.7994776,9.2086821,15.67
26,5.7440910,9.7982378,9.1973915,15.63
27,5.7433672,9.8007078,9.1851301,15.64
28,5.7435718,9.8000097,9.1755085,15.64
29,5.7434759,9.8003368,9.1641016,15.68
30,5.7436876,9.7996140,9.1567211,15.64
31,5.7439041,9.7988758,9.1433830,15.68
32,5.7437544,9.7993860,9.1327620,15.73
