Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7437444,9.7994204,9.5578537,27.99
2,5.7505774,9.7761459,9.6486378,27.93
3,5.7418227,9.8059807,9.6467161,27.91
4,5.7403116,9.8111448,9.5535879,27.82
5,5.7489653,9.7816305,9.5384178,27.81
6,5.7450867,9.7948418,9.5356121,27.83
7,5.7405272,9.8104076,9.5117884,27.94
8,5.7465982,9.7896900,9.5033998,27.95
9,5.7493610,9.7802839,9.5901127,28.00
10,5.7403440,9.8110332,9.5686255,28.08
11,5.7425327,9.8035564,9.4747944,28.04
12,5.7489100,9.7818184,9.4713936,28.05
13,5.7441864,9.7979126,9.4682360,28.04
14,5.7401781,9.8116007,9.4403133,28.00
15,5.7486777,9.7826090,9.4549379,27.91
16,5.7474890,9.7866554,9.5304060,27.92
17,5.7386894,9.8166914,9.4917402,27.95
18,5.7454576,9.7935772,9.3990135,27.96
19,5.7475400,9.7864819,9.4034100,27.95
20,5.7435846,9.7999649,9.3981237,27.98
21,5.7402239,9.8114443,9.3655205,27.96
22,5.7499886,9.7781487,9.4103069,27.99
23,5.7461729,9.7911386,9.4634094,28.02
24,5.7386055,9.8169794,9.4074993,27.98
25,5.7473431,9.7871523,9.3326702,27.98
26,5.7467623,9.7891312,9.3396330,28.06
27,5.7429304,9.8021984,9.3259153,28.05
28,5.7408667,9.8092470,9.2918253,28.04
29,5.7506742,9.7758169,9.3630590,28.06
30,5.7445750,9.7965870,9.3948069,28.03
31,5.7385874,9.8170414,9.3234882,28.01
32,5.7486267,9.7827826,9.2764988,27.91
