Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7442160,9.7978115,9.4763927,21.27
2,5.7442055,9.7978477,9.4675093,21.29
3,5.7443137,9.7974787,9.4628067,21.27
4,5.7443762,9.7972651,9.4484196,21.28
5,5.7443962,9.7971964,9.4366913,21.20
6,5.7444825,9.7969027,9.4265175,21.22
7,5.7439532,9.7987080,9.4154377,21.20
8,5.7444096,9.7971516,9.4079285,21.20
9,5.7442303,9.7977629,9.3993835,21.21
10,5.7442570,9.7976713,9.3926191,21.21
11,5.7443252,9.7974386,9.3796329,21.22
12,5.7446451,9.7963476,9.3681984,21.24
13,5.7444253,9.7970972,9.3576870,21.22
14,5.7438669,9.7990026,9.3466711,21.22
15,5.7444053,9.7971659,9.3409348,21.21
16,5.7444115,9.7971449,9.3319111,21.22
17,5.7442074,9.7978411,9.3233891,21.18
18,5.7443218,9.7974501,9.3120089,21.23
19,5.7447648,9.7959394,9.3003120,21.19
20,5.7442360,9.7977428,9.2898169,21.21
21,5.7438035,9.7992182,9.2786312,21.23
22,5.7443237,9.7974443,9.2728872,21.26
23,5.7443347,9.7974062,9.2654819,21.27
24,5.7442117,9.7978268,9.2541037,21.26
25,5.7442217,9.7977924,9.2430477,21.22
26,5.7446709,9.7962599,9.2317123,21.24
27,5.7441626,9.7979937,9.2214823,21.21
28,5.7439318,9.7987814,9.2109938,21.23
29,5.7442474,9.7977047,9.2030439,21.27
30,5.7442904,9.7975578,9.1979713,21.28
31,5.7442875,9.7975674,9.1840811,21.31
32,5.7442083,9.7978373,9.1728582,21.28
