Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7445498,9.7966738,9.5194988,24.35
2,5.7462912,9.7907362,9.5570927,24.40
3,5.7429419,9.8021593,9.5499945,24.38
4,5.7431026,9.8016109,9.4966087,24.37
5,5.7475367,9.7864933,9.4904184,24.33
6,5.7446222,9.7964258,9.4815884,24.35
7,5.7413621,9.8075542,9.4585743,24.35
8,5.7452002,9.7944546,9.4533787,24.32
9,5.7461581,9.7911892,9.4967699,24.31
10,5.7424908,9.8036995,9.4771328,24.33
11,5.7439408,9.7987499,9.4213934,24.27
12,5.7475414,9.7864771,9.4256163,24.30
13,5.7438698,9.7989931,9.4139729,24.30
14,5.7412181,9.8080463,9.3890543,24.31
15,5.7459450,9.7919159,9.4008799,24.30
16,5.7456937,9.7927723,9.4319859,24.33
17,5.7423086,9.8043213,9.4046268,24.35
18,5.7445722,9.7965965,9.3566446,24.32
19,5.7473249,9.7872143,9.3574286,24.37
20,5.7434711,9.8003531,9.3444586,24.38
21,5.7415524,9.8069038,9.3191490,24.38
22,5.7461019,9.7913818,9.3421021,24.39
23,5.7449584,9.7952795,9.3639317,24.37
24,5.7419806,9.8054419,9.3283625,24.43
25,5.7460656,9.7915049,9.2891941,24.37
26,5.7465849,9.7897358,9.2895670,24.35
27,5.7423725,9.8041029,9.2736168,24.34
28,5.7424889,9.8037062,9.2516928,24.32
29,5.7467260,9.7892542,9.2816582,24.29
30,5.7438993,9.7988920,9.2938213,24.26
31,5.7425642,9.8034487,9.2510757,24.22
32,5.7469783,9.7883949,9.2197313,24.22
