Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7436790,9.7996435,9.4979706,20.38
2,5.7456145,9.7930422,9.5231800,20.39
3,5.7437458,9.7994156,9.5232162,20.40
4,5.7428021,9.8026361,9.4770479,20.42
5,5.7466192,9.7896185,9.4557571,20.41
6,5.7448111,9.7957811,9.4555397,20.45
7,5.7417974,9.8060675,9.4329939,20.41
8,5.7447004,9.7961597,9.4243917,20.39
9,5.7450585,9.7949381,9.4528484,20.43
10,5.7433262,9.8008471,9.4446449,20.38
11,5.7434158,9.8005419,9.3954678,20.34
12,5.7470293,9.7882214,9.3866901,20.33
13,5.7442465,9.7977076,9.3819046,20.28
14,5.7416534,9.8065586,9.3590250,20.27
15,5.7454014,9.7937689,9.3587046,20.22
16,5.7450461,9.7949800,9.3869953,20.20
17,5.7432475,9.8011160,9.3690004,20.22
18,5.7440119,9.7985077,9.3234386,20.24
19,5.7467089,9.7893133,9.3231277,20.27
20,5.7433891,9.8006334,9.3114452,20.19
21,5.7421474,9.8048725,9.2876215,20.24
22,5.7457590,9.7925501,9.3016148,20.24
23,5.7446408,9.7963629,9.3195333,20.19
24,5.7426643,9.8031073,9.2933064,20.23
25,5.7451138,9.7947493,9.2544079,20.23
26,5.7465496,9.7898550,9.2552748,20.26
27,5.7423258,9.8042631,9.2402954,20.29
28,5.7427897,9.8026791,9.2175055,20.27
29,5.7458401,9.7922735,9.2388668,20.27
30,5.7441525,9.7980280,9.2492952,20.29
31,5.7425966,9.8033381,9.2155561,20.30
32,5.7456183,9.7930298,9.1833115,20.31
