Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7434587,9.8003950,9.4833136,14.27
2,5.7448816,9.7955408,9.4961185,14.27
3,5.7431583,9.8014212,9.4852610,14.37
4,5.7437487,9.7994061,9.4519005,14.33
5,5.7447271,9.7960682,9.4429445,14.37
6,5.7437048,9.7995558,9.4273472,14.38
7,5.7428298,9.8025417,9.4165440,14.38
8,5.7439308,9.7987843,9.4046526,14.36
9,5.7443743,9.7972717,9.4190006,14.42
10,5.7429066,9.8022804,9.4020548,14.40
11,5.7444420,9.7970400,9.3735714,14.38
12,5.7443409,9.7973852,9.3617563,14.40
13,5.7437491,9.7994041,9.3488169,14.37
14,5.7429123,9.8022604,9.3373575,14.33
15,5.7443790,9.7972555,9.3317156,14.35
16,5.7440157,9.7984943,9.3426752,14.32
17,5.7425165,9.8036118,9.3191013,14.39
18,5.7447438,9.7960110,9.2965899,14.36
19,5.7439156,9.7988358,9.2842112,14.34
20,5.7436433,9.7997656,9.2724943,14.32
21,5.7425981,9.8033333,9.2615805,14.32
22,5.7449489,9.7953119,9.2612715,14.35
23,5.7437286,9.7994747,9.2656412,14.38
24,5.7428322,9.8025341,9.2349710,14.37
25,5.7447147,9.7961102,9.2216368,14.41
26,5.7438040,9.7992172,9.2062807,14.39
27,5.7433710,9.8006945,9.1953487,14.42
28,5.7428756,9.8023853,9.1858158,14.44
29,5.7449908,9.7951689,9.1918964,14.40
30,5.7432013,9.8012733,9.1886644,14.40
31,5.7432032,9.8012676,9.1535339,14.44
32,5.7445540,9.7966576,9.1439161,14.41
