Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7444944,9.7968616,9.5211163,22.78
2,5.7447348,9.7960415,9.5102177,22.73
3,5.7439857,9.7985973,9.4972982,22.80
4,5.7439699,9.7986507,9.4851379,22.85
5,5.7441988,9.7978706,9.4743118,22.81
6,5.7442722,9.7976198,9.4639339,22.87
7,5.7447066,9.7961378,9.4537001,22.85
8,5.7449236,9.7953987,9.4412565,22.71
9,5.7448282,9.7957230,9.4314785,22.74
10,5.7437778,9.7993059,9.4191141,22.74
11,5.7441068,9.7981844,9.4080439,22.75
12,5.7442117,9.7978268,9.3960495,22.78
13,5.7444592,9.7969818,9.3865633,22.79
14,5.7447133,9.7961149,9.3774824,22.80
15,5.7451901,9.7944889,9.3656988,22.81
16,5.7446265,9.7964106,9.3559504,22.74
17,5.7439318,9.7987814,9.3430681,22.70
18,5.7443151,9.7974730,9.3344612,22.66
19,5.7443228,9.7974472,9.3230314,22.65
20,5.7446404,9.7963638,9.3140230,22.64
21,5.7445540,9.7966576,9.3053904,22.65
22,5.7450333,9.7950239,9.2951498,22.68
23,5.7441931,9.7978897,9.2848864,22.67
24,5.7431154,9.8015671,9.2706642,22.70
25,5.7444587,9.7969837,9.2608128,22.75
26,5.7441578,9.7980099,9.2437305,22.72
27,5.7446718,9.7962570,9.2308569,22.81
28,5.7446060,9.7964811,9.2198658,22.80
29,5.7448130,9.7957754,9.2091560,22.74
30,5.7443619,9.7973137,9.1984377,22.72
31,5.7437000,9.7995720,9.1847963,22.77
32,5.7444253,9.7970972,9.1768951,22.78
