Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7449827,9.7951965,9.4757252,26.91
2,5.7448511,9.7956457,9.4681921,26.90
3,5.7450500,9.7949667,9.4589214,26.90
4,5.7447419,9.7960176,9.4389629,26.86
5,5.7451248,9.7947121,9.4233780,26.82
6,5.7447634,9.7959442,9.4082289,26.81
7,5.7443390,9.7973919,9.3975391,26.84
8,5.7446690,9.7962666,9.3880262,26.79
9,5.7445145,9.7967930,9.3733263,26.87
10,5.7448883,9.7955179,9.3599377,26.82
11,5.7444935,9.7968645,9.3440056,26.82
12,5.7449751,9.7952223,9.3303242,26.80
13,5.7446594,9.7962990,9.3167753,26.79
14,5.7444592,9.7969818,9.3077679,26.83
15,5.7447643,9.7959404,9.3019104,26.79
16,5.7449508,9.7953053,9.2934608,26.87
17,5.7448740,9.7955675,9.2839661,26.90
18,5.7447586,9.7959604,9.2754116,26.89
19,5.7447376,9.7960320,9.2644253,26.91
20,5.7447524,9.7959814,9.2515049,27.00
21,5.7443089,9.7974939,9.2420464,27.08
22,5.7453399,9.7939787,9.2375631,27.08
23,5.7449179,9.7954178,9.2255621,27.08
24,5.7446322,9.7963915,9.2120342,27.04
25,5.7448149,9.7957687,9.1982212,27.02
26,5.7448378,9.7956905,9.1826096,27.03
27,5.7447109,9.7961235,9.1705875,27.03
28,5.7440257,9.7984600,9.1552916,27.01
29,5.7437744,9.7993183,9.1364784,26.95
30,5.7448902,9.7955112,9.1259060,26.92
31,5.7449121,9.7954369,9.1123810,26.92
32,5.7444839,9.7968979,9.0889454,26.91
