Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7441978,9.7978735,9.4740181,26.30
2,5.7451553,9.7946072,9.4640646,26.29
3,5.7439680,9.7986574,9.4458914,26.23
4,5.7445378,9.7967138,9.4261465,26.24
5,5.7446651,9.7962790,9.4092302,26.24
6,5.7449389,9.7953463,9.3958626,26.22
7,5.7443371,9.7973986,9.3831272,26.19
8,5.7444611,9.7969751,9.3735504,26.22
9,5.7446337,9.7963867,9.3649874,26.29
10,5.7447901,9.7958527,9.3580456,26.24
11,5.7450151,9.7950859,9.3404303,26.22
12,5.7447157,9.7961063,9.3233185,26.20
13,5.7446461,9.7963448,9.3098135,26.21
14,5.7443218,9.7974501,9.3008213,26.24
15,5.7445116,9.7968025,9.2923460,26.28
16,5.7443657,9.7973003,9.2841110,26.39
17,5.7445312,9.7967367,9.2757845,26.43
18,5.7447605,9.7959538,9.2622957,26.50
19,5.7451115,9.7947569,9.2516003,26.49
20,5.7442055,9.7978477,9.2356205,26.46
21,5.7440548,9.7983618,9.2264957,26.51
22,5.7445288,9.7967443,9.2207518,26.56
23,5.7449479,9.7953148,9.2112770,26.57
24,5.7448683,9.7955866,9.1970606,26.50
25,5.7443662,9.7972994,9.1811237,26.48
26,5.7450433,9.7949896,9.1691046,26.45
27,5.7447519,9.7959833,9.1559439,26.52
28,5.7439189,9.7988253,9.1467953,26.42
29,5.7443924,9.7972097,9.1380816,26.51
30,5.7447448,9.7960081,9.1272240,26.45
31,5.7446795,9.7962303,9.1143389,26.48
32,5.7447596,9.7959576,9.1001701,26.45
