Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7440739,9.7982969,9.4752054,26.80
2,5.7445440,9.7966928,9.4658127,26.84
3,5.7446709,9.7962599,9.4636564,26.82
4,5.7446146,9.7964516,9.4445610,26.80
5,5.7447929,9.7958431,9.4322128,26.84
6,5.7451191,9.7947321,9.4198494,26.87
7,5.7442884,9.7975645,9.4081564,26.87
8,5.7444205,9.7971134,9.3997707,26.88
9,5.7446585,9.7963018,9.3926401,26.84
10,5.7445064,9.7968206,9.3892603,26.82
11,5.7446470,9.7963409,9.3713179,26.81
12,5.7450027,9.7951279,9.3581553,26.78
13,5.7449212,9.7954063,9.3450623,26.77
14,5.7439871,9.7985926,9.3337278,26.80
15,5.7443190,9.7974596,9.3258610,26.81
16,5.7446094,9.7964697,9.3181715,26.80
17,5.7444534,9.7970018,9.3108139,26.75
18,5.7444954,9.7968588,9.2935572,26.70
19,5.7453451,9.7939606,9.2822361,26.76
20,5.7450175,9.7950773,9.2710257,26.67
21,5.7443895,9.7972193,9.2622814,26.67
22,5.7445512,9.7966681,9.2539177,26.65
23,5.7446289,9.7964029,9.2440977,26.61
24,5.7446241,9.7964191,9.2329750,26.58
25,5.7446299,9.7964001,9.2196760,26.61
26,5.7454181,9.7937117,9.2088280,26.66
27,5.7445354,9.7967215,9.1940994,26.69
28,5.7445073,9.7968178,9.1846781,26.67
29,5.7443409,9.7973852,9.1747847,26.60
30,5.7449493,9.7953100,9.1641235,26.56
31,5.7451878,9.7944975,9.1473284,26.50
32,5.7448015,9.7958145,9.1222839,26.44
