Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7442765,9.7976046,9.5172119,25.46
2,5.7447405,9.7960224,9.5121737,25.46
3,5.7444873,9.7968864,9.5005770,25.44
4,5.7447529,9.7959805,9.4929276,25.44
5,5.7446833,9.7962179,9.4812107,25.44
6,5.7448602,9.7956142,9.4721994,25.42
7,5.7444048,9.7971678,9.4616795,25.40
8,5.7442646,9.7976456,9.4515276,25.39
9,5.7448416,9.7956772,9.4464149,25.35
10,5.7446222,9.7964258,9.4362659,25.36
11,5.7446556,9.7963123,9.4286518,25.32
12,5.7448454,9.7956648,9.4167614,25.37
13,5.7447829,9.7958775,9.4070311,25.34
14,5.7443852,9.7972345,9.3970699,25.34
15,5.7444563,9.7969923,9.3884535,25.31
16,5.7446766,9.7962408,9.3839331,25.31
17,5.7447357,9.7960386,9.3730860,25.31
18,5.7445154,9.7967901,9.3649426,25.31
19,5.7450037,9.7951250,9.3536072,25.32
20,5.7448301,9.7957163,9.3443213,25.32
21,5.7444000,9.7971840,9.3348675,25.32
22,5.7446642,9.7962828,9.3263235,25.31
23,5.7445798,9.7965698,9.3199053,25.32
24,5.7447648,9.7959394,9.3091021,25.32
25,5.7444382,9.7970533,9.3003359,25.33
26,5.7450342,9.7950201,9.2902851,25.36
27,5.7447357,9.7960386,9.2810860,25.36
28,5.7442555,9.7976761,9.2712145,25.35
29,5.7446470,9.7963409,9.2627678,25.42
30,5.7444091,9.7971525,9.2545290,25.46
31,5.7446918,9.7961884,9.2454519,25.47
32,5.7444057,9.7971640,9.2360973,25.48
