Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7440372,9.7984219,9.4812422,25.56
2,5.7447844,9.7958727,9.4747410,25.52
3,5.7444630,9.7969685,9.4769411,25.47
4,5.7443719,9.7972794,9.4545650,25.49
5,5.7451849,9.7945070,9.4451246,25.46
6,5.7450447,9.7949858,9.4318600,25.41
7,5.7439742,9.7986364,9.4201984,25.33
8,5.7441554,9.7980175,9.4115610,25.32
9,5.7446585,9.7963018,9.4056816,25.28
10,5.7442236,9.7977858,9.4033480,25.25
11,5.7442303,9.7977629,9.3762569,25.25
12,5.7453485,9.7939501,9.3656721,25.25
13,5.7445526,9.7966633,9.3500376,25.22
14,5.7438173,9.7991714,9.3391886,25.28
15,5.7439408,9.7987499,9.3333168,25.32
16,5.7450886,9.7948351,9.3313074,25.36
17,5.7441330,9.7980947,9.3250332,25.37
18,5.7445374,9.7967148,9.3058262,25.40
19,5.7453127,9.7940712,9.2950754,25.51
20,5.7446232,9.7964230,9.2835770,25.49
21,5.7437096,9.7995396,9.2723551,25.46
22,5.7442999,9.7975254,9.2677908,25.51
23,5.7450180,9.7950764,9.2674274,25.53
24,5.7439814,9.7986116,9.2563829,25.46
25,5.7444253,9.7970972,9.2391577,25.46
26,5.7452154,9.7944031,9.2271166,25.50
27,5.7445822,9.7965622,9.2151871,25.48
28,5.7439499,9.7987194,9.2050762,25.44
29,5.7447786,9.7958927,9.1973066,25.42
30,5.7445230,9.7967644,9.1935043,25.33
31,5.7441082,9.7981796,9.1738071,25.31
32,5.7444935,9.7968645,9.1529570,25.29
