Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7447543,9.7959747,9.4714565,26.30
2,5.7446442,9.7963505,9.4555225,26.28
3,5.7441568,9.7980137,9.4367256,26.19
4,5.7448702,9.7955809,9.4257936,26.15
5,5.7450514,9.7949619,9.4187136,26.16
6,5.7446756,9.7962437,9.4083490,26.20
7,5.7445173,9.7967834,9.3977079,26.26
8,5.7451553,9.7946072,9.3857622,26.28
9,5.7448292,9.7957201,9.3746405,26.29
10,5.7443190,9.7974596,9.3627405,26.28
11,5.7446451,9.7963476,9.3488922,26.33
12,5.7446065,9.7964792,9.3354902,26.35
13,5.7443638,9.7973070,9.3157787,26.32
14,5.7442350,9.7977467,9.2962523,26.27
15,5.7448983,9.7954836,9.2838192,26.27
16,5.7445183,9.7967806,9.2728729,26.26
17,5.7444477,9.7970209,9.2596569,26.32
18,5.7444787,9.7969151,9.2473183,26.31
19,5.7445259,9.7967548,9.2382460,26.36
20,5.7442951,9.7975416,9.2290401,26.37
21,5.7446985,9.7961655,9.2170162,26.43
22,5.7446413,9.7963600,9.2064734,26.48
23,5.7443271,9.7974319,9.1936960,26.56
24,5.7445345,9.7967253,9.1822119,26.62
25,5.7444077,9.7971573,9.1623955,26.48
26,5.7452755,9.7941980,9.1495352,26.38
27,5.7445230,9.7967644,9.1350088,26.26
28,5.7444582,9.7969856,9.1157656,26.25
29,5.7444010,9.7971811,9.0994444,26.19
30,5.7440290,9.7984495,9.0810556,26.16
31,5.7443399,9.7973881,9.0689716,26.21
32,5.7450609,9.7949295,9.0607281,26.23
