Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7440739,9.7982969,9.5098515,26.51
2,5.7445154,9.7967901,9.5013313,26.50
3,5.7444477,9.7970209,9.4972095,26.52
4,5.7444324,9.7970734,9.4808407,26.49
5,5.7449441,9.7953281,9.4686012,26.49
6,5.7447414,9.7960186,9.4565678,26.50
7,5.7441430,9.7980604,9.4457808,26.46
8,5.7443628,9.7973108,9.4354544,26.47
9,5.7443705,9.7972841,9.4268255,26.46
10,5.7444148,9.7971334,9.4196434,26.48
11,5.7444096,9.7971516,9.4051085,26.51
12,5.7449989,9.7951412,9.3937130,26.48
13,5.7447701,9.7959213,9.3801498,26.48
14,5.7439446,9.7987375,9.3709335,26.49
15,5.7443748,9.7972698,9.3623381,26.50
16,5.7445059,9.7968225,9.3530645,26.49
17,5.7443018,9.7975187,9.3446712,26.49
18,5.7446012,9.7964973,9.3304701,26.49
19,5.7450333,9.7950239,9.3191166,26.52
20,5.7445993,9.7965040,9.3062449,26.54
21,5.7439694,9.7986526,9.2964869,26.58
22,5.7444019,9.7971773,9.2906742,26.64
23,5.7446289,9.7964029,9.2815790,26.63
24,5.7444906,9.7968740,9.2703800,26.62
25,5.7446809,9.7962255,9.2588596,26.63
26,5.7450237,9.7950563,9.2473812,26.62
27,5.7443657,9.7973003,9.2349510,26.65
28,5.7439389,9.7987566,9.2253017,26.61
29,5.7445955,9.7965164,9.2196054,26.59
30,5.7445631,9.7966270,9.2136669,26.60
31,5.7445688,9.7966080,9.1994667,26.61
32,5.7445898,9.7965364,9.1877594,26.60
