Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7432904,9.8009691,9.4872532,23.04
2,5.7452450,9.7943020,9.4819250,23.04
3,5.7447591,9.7959595,9.4943285,23.03
4,5.7433529,9.8007565,9.4653521,22.99
5,5.7451749,9.7945414,9.4492788,22.97
6,5.7448807,9.7955446,9.4373093,22.98
7,5.7436981,9.7995787,9.4249077,23.03
8,5.7436352,9.7997932,9.4133120,23.09
9,5.7452765,9.7941942,9.4142523,23.11
10,5.7442594,9.7976637,9.4202785,23.14
11,5.7436104,9.7998772,9.3836908,23.09
12,5.7451625,9.7945833,9.3727713,23.00
13,5.7451916,9.7944841,9.3631840,22.96
14,5.7434192,9.8005304,9.3423958,22.90
15,5.7435408,9.8001156,9.3338356,22.91
16,5.7459049,9.7920523,9.3398218,22.89
17,5.7437468,9.7994127,9.3382025,22.90
18,5.7441750,9.7979517,9.3057489,22.92
19,5.7449236,9.7953987,9.2907696,22.86
20,5.7443857,9.7972326,9.2794037,22.85
21,5.7434540,9.8004112,9.2636385,22.87
22,5.7433634,9.8007212,9.2524576,22.89
23,5.7449446,9.7953272,9.2552071,22.86
24,5.7428856,9.8023520,9.2437267,22.87
25,5.7444334,9.7970695,9.2139759,22.89
26,5.7454700,9.7935343,9.1999922,22.93
27,5.7446842,9.7962141,9.1909380,22.91
28,5.7431698,9.8013811,9.1717672,22.91
29,5.7441568,9.7980137,9.1608706,22.90
30,5.7452412,9.7943153,9.1753168,22.89
31,5.7433081,9.8009090,9.1592875,22.88
32,5.7451353,9.7946758,9.1340199,22.87
