Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7442312,9.7977600,9.5041914,28.30
2,5.7447176,9.7961006,9.5000811,28.30
3,5.7446928,9.7961845,9.4906473,28.30
4,5.7445374,9.7967148,9.4797115,28.29
5,5.7448301,9.7957163,9.4667387,28.26
6,5.7447624,9.7959471,9.4552336,28.24
7,5.7445512,9.7966681,9.4465332,28.21
8,5.7445021,9.7968359,9.4352465,28.20
9,5.7448177,9.7957592,9.4289389,28.21
10,5.7447047,9.7961445,9.4207172,28.17
11,5.7445745,9.7965889,9.4085312,28.17
12,5.7450485,9.7949724,9.3971891,28.17
13,5.7448778,9.7955542,9.3864746,28.15
14,5.7445173,9.7967834,9.3771009,28.13
15,5.7446666,9.7962742,9.3679428,28.12
16,5.7445502,9.7966709,9.3594904,28.12
17,5.7446976,9.7961693,9.3498125,28.11
18,5.7444024,9.7971754,9.3377781,28.10
19,5.7451429,9.7946501,9.3279972,28.11
20,5.7448034,9.7958078,9.3170204,28.08
21,5.7444057,9.7971640,9.3077888,28.10
22,5.7448168,9.7957621,9.2993155,28.10
23,5.7446470,9.7963409,9.2901917,28.10
24,5.7448382,9.7956896,9.2798967,28.12
25,5.7446651,9.7962790,9.2707338,28.16
26,5.7450867,9.7948418,9.2607336,28.19
27,5.7446938,9.7961817,9.2495041,28.20
28,5.7441616,9.7979965,9.2397184,28.22
29,5.7449255,9.7953920,9.2341585,28.20
30,5.7445107,9.7968063,9.2234993,28.19
31,5.7447090,9.7961302,9.2138739,28.20
32,5.7446990,9.7961636,9.2020826,28.20
