Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7437449,9.7994194,9.5446138,23.31
2,5.7459459,9.7919130,9.5643511,23.32
3,5.7440104,9.7985125,9.5643578,23.30
4,5.7433171,9.8008785,9.5197325,23.30
5,5.7468071,9.7889786,9.5038548,23.29
6,5.7449226,9.7954016,9.5022821,23.31
7,5.7422838,9.8044062,9.4803190,23.29
8,5.7440104,9.7985125,9.4703960,23.29
9,5.7458639,9.7921925,9.4956484,23.29
10,5.7437482,9.7994070,9.4851923,23.23
11,5.7439523,9.7987108,9.4382181,23.14
12,5.7470369,9.7881956,9.4306364,23.17
13,5.7444983,9.7968493,9.4244785,23.16
14,5.7416863,9.8064470,9.4024096,23.17
15,5.7447882,9.7958593,9.3937845,23.21
16,5.7445612,9.7966337,9.4165726,23.21
17,5.7435656,9.8000307,9.3976250,23.18
18,5.7444277,9.7970896,9.3523235,23.11
19,5.7466660,9.7894592,9.3521433,23.08
20,5.7437673,9.7993422,9.3364038,23.06
21,5.7418776,9.8057938,9.3135862,23.05
22,5.7452917,9.7941427,9.3131475,23.09
23,5.7449293,9.7953787,9.3310471,23.14
24,5.7428083,9.8026152,9.3099165,23.16
25,5.7451982,9.7944613,9.2726231,23.19
26,5.7467918,9.7890301,9.2723131,23.19
27,5.7429276,9.8022089,9.2571783,23.22
28,5.7424717,9.8037643,9.2354174,23.22
29,5.7456264,9.7930021,9.2467155,23.28
30,5.7446280,9.7964067,9.2586479,23.28
31,5.7429457,9.8021460,9.2311382,23.22
32,5.7459617,9.7918587,9.2030516,23.17
