Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7448530,9.7956390,9.5035667,23.25
2,5.7441192,9.7981415,9.4916811,23.18
3,5.7437134,9.7995262,9.4772139,23.22
4,5.7442017,9.7978611,9.4675188,23.21
5,5.7440901,9.7982407,9.4544754,23.21
6,5.7444420,9.7970400,9.4439363,23.19
7,5.7443781,9.7972584,9.4343967,23.16
8,5.7446995,9.7961626,9.4232121,23.15
9,5.7439361,9.7987671,9.4121418,23.16
10,5.7439604,9.7986832,9.4008036,23.22
11,5.7439961,9.7985611,9.3939886,23.23
12,5.7438707,9.7989893,9.3781366,23.22
13,5.7443304,9.7974215,9.3668318,23.25
14,5.7441349,9.7980881,9.3542080,23.26
15,5.7446260,9.7964134,9.3435297,23.31
16,5.7437768,9.7993097,9.3323536,23.34
17,5.7434249,9.8005104,9.3157482,23.31
18,5.7441120,9.7981663,9.3019314,23.36
19,5.7441349,9.7980881,9.2883730,23.39
20,5.7448683,9.7955866,9.2796211,23.35
21,5.7446485,9.7963362,9.2682285,23.30
22,5.7447987,9.7958241,9.2556305,23.21
23,5.7440968,9.7982187,9.2436543,23.18
24,5.7438974,9.7988987,9.2296667,23.15
25,5.7439203,9.7988205,9.2198696,23.26
26,5.7438850,9.7989407,9.2072878,23.29
27,5.7442818,9.7975874,9.1994829,23.30
28,5.7446804,9.7962275,9.1840448,23.34
29,5.7446098,9.7964678,9.1739283,23.35
30,5.7437754,9.7993155,9.1616879,23.39
31,5.7439985,9.7985535,9.1504326,23.42
32,5.7438784,9.7989635,9.1393642,23.40
