Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7435460,9.8000975,9.5214672,23.62
2,5.7447515,9.7959852,9.5152617,23.65
3,5.7443151,9.7974730,9.5220480,23.61
4,5.7434492,9.8004274,9.4920578,23.59
5,5.7451391,9.7946634,9.4766579,23.60
6,5.7449846,9.7951899,9.4643612,23.55
7,5.7439089,9.7988596,9.4513836,23.53
8,5.7437701,9.7993326,9.4404106,23.57
9,5.7455783,9.7931662,9.4436960,23.62
10,5.7442303,9.7977629,9.4478531,23.64
11,5.7439775,9.7986250,9.4149809,23.59
12,5.7453232,9.7940359,9.4041653,23.61
13,5.7449398,9.7953424,9.3932476,23.61
14,5.7437701,9.7993326,9.3789186,23.62
15,5.7438278,9.7991362,9.3705006,23.59
16,5.7454543,9.7935886,9.3756609,23.63
17,5.7437115,9.7995329,9.3708773,23.63
18,5.7443399,9.7973881,9.3400850,23.62
19,5.7454557,9.7935839,9.3280201,23.63
20,5.7446079,9.7964745,9.3180723,23.63
21,5.7434721,9.8003502,9.3024483,23.63
22,5.7441478,9.7980442,9.2952251,23.67
23,5.7455883,9.7931318,9.3038712,23.61
24,5.7434587,9.8003950,9.2904377,23.62
25,5.7447929,9.7958431,9.2611732,23.62
26,5.7453465,9.7939558,9.2472897,23.65
27,5.7443705,9.7972841,9.2394800,23.61
28,5.7434330,9.8004827,9.2241106,23.67
29,5.7447624,9.7959471,9.2152281,23.62
30,5.7451682,9.7945633,9.2271137,23.63
31,5.7433262,9.8008471,9.2070189,23.62
32,5.7450333,9.7950239,9.1841059,23.66
