Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7445965,9.7965136,9.5253992,23.13
2,5.7445097,9.7968092,9.5149450,23.11
3,5.7441187,9.7981434,9.5057249,23.03
4,5.7445211,9.7967710,9.4964905,23.03
5,5.7442102,9.7978306,9.4858561,23.02
6,5.7444191,9.7971182,9.4749794,23.04
7,5.7443676,9.7972937,9.4622822,23.03
8,5.7446060,9.7964811,9.4519367,22.97
9,5.7445335,9.7967281,9.4414339,22.99
10,5.7443275,9.7974310,9.4324846,22.95
11,5.7445583,9.7966433,9.4236526,22.92
12,5.7445455,9.7966881,9.4138336,22.90
13,5.7441497,9.7980375,9.4042997,22.90
14,5.7438550,9.7990427,9.3888178,22.98
15,5.7444558,9.7969933,9.3766651,23.00
16,5.7443991,9.7971869,9.3616295,23.09
17,5.7446933,9.7961836,9.3454981,23.14
18,5.7441201,9.7981386,9.3347635,23.05
19,5.7440004,9.7985468,9.3152704,23.08
20,5.7446613,9.7962923,9.2986794,23.14
21,5.7448077,9.7957935,9.2848473,23.09
22,5.7446852,9.7962112,9.2738276,23.04
23,5.7442212,9.7977934,9.2620144,22.99
24,5.7444725,9.7969370,9.2514219,23.04
25,5.7446413,9.7963600,9.2437010,22.97
26,5.7443266,9.7974348,9.2323198,22.92
27,5.7443190,9.7974596,9.2223682,22.96
28,5.7446284,9.7964039,9.2110014,22.93
29,5.7446480,9.7963381,9.2004929,22.99
30,5.7443438,9.7973757,9.1902790,22.96
31,5.7443471,9.7973642,9.1800098,22.96
32,5.7444096,9.7971516,9.1720209,22.98
