Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7439566,9.7986965,9.5171461,22.98
2,5.7443886,9.7972221,9.5089617,22.94
3,5.7441330,9.7980947,9.5052919,22.91
4,5.7446613,9.7962923,9.4886665,22.98
5,5.7452135,9.7944098,9.4777317,23.08
6,5.7444963,9.7968550,9.4650564,23.09
7,5.7439528,9.7987099,9.4551878,23.12
8,5.7439718,9.7986450,9.4454174,23.12
9,5.7446327,9.7963896,9.4373598,23.15
10,5.7441425,9.7980614,9.4312229,23.17
11,5.7444754,9.7969275,9.4166012,23.18
12,5.7453408,9.7939749,9.4061089,23.21
13,5.7443323,9.7974148,9.3923359,23.21
14,5.7436099,9.7998800,9.3817902,23.26
15,5.7441349,9.7980881,9.3723736,23.29
16,5.7447119,9.7961197,9.3635817,23.26
17,5.7441497,9.7980375,9.3525991,23.26
18,5.7446628,9.7962875,9.3393688,23.26
19,5.7449274,9.7953854,9.3298330,23.28
20,5.7444410,9.7970438,9.3151226,23.27
21,5.7434278,9.8005009,9.3039570,23.23
22,5.7440372,9.7984219,9.2961369,23.24
23,5.7446184,9.7964382,9.2917318,23.31
24,5.7443299,9.7974224,9.2749748,23.29
25,5.7448483,9.7956553,9.2623301,23.25
26,5.7450590,9.7949362,9.2534513,23.25
27,5.7444420,9.7970400,9.2402067,23.22
28,5.7437420,9.7994289,9.2288122,23.16
29,5.7443604,9.7973185,9.2202530,23.12
30,5.7445707,9.7966013,9.2186852,23.04
31,5.7444296,9.7970829,9.2015333,23.05
32,5.7447567,9.7959671,9.1938334,23.05
