Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7443314,9.7974176,9.5096750,25.37
2,5.7445269,9.7967510,9.5027695,25.37
3,5.7445102,9.7968082,9.4915733,25.39
4,5.7447457,9.7960043,9.4827394,25.37
5,5.7447820,9.7958813,9.4714279,25.38
6,5.7450027,9.7951279,9.4618931,25.33
7,5.7441611,9.7979984,9.4505177,25.31
8,5.7444377,9.7970552,9.4395647,25.30
9,5.7444077,9.7971573,9.4304914,25.23
10,5.7444687,9.7969494,9.4182911,25.20
11,5.7446451,9.7963476,9.4093390,25.19
12,5.7449760,9.7952194,9.3967466,25.23
13,5.7448034,9.7958078,9.3871851,25.22
14,5.7439976,9.7985563,9.3759661,25.24
15,5.7443476,9.7973623,9.3677320,25.28
16,5.7442541,9.7976818,9.3574924,25.32
17,5.7446518,9.7963247,9.3471165,25.39
18,5.7446699,9.7962627,9.3389854,25.45
19,5.7450981,9.7948027,9.3277254,25.44
20,5.7447615,9.7959509,9.3186827,25.55
21,5.7441444,9.7980556,9.3072557,25.59
22,5.7447014,9.7961559,9.2996082,25.63
23,5.7445269,9.7967510,9.2888403,25.67
24,5.7447166,9.7961035,9.2800417,25.60
25,5.7446146,9.7964516,9.2724743,25.58
26,5.7450628,9.7949228,9.2609053,25.58
27,5.7445431,9.7966957,9.2503700,25.49
28,5.7439880,9.7985888,9.2360106,25.43
29,5.7446070,9.7964783,9.2286386,25.40
30,5.7444386,9.7970524,9.2146292,25.32
31,5.7447782,9.7958937,9.2049723,25.31
32,5.7447119,9.7961197,9.1950302,25.26
