Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7435570,9.8000603,9.4865589,22.76
2,5.7448044,9.7958050,9.4813747,22.78
3,5.7445574,9.7966471,9.4945879,22.78
4,5.7434592,9.8003941,9.4650373,22.78
5,5.7449188,9.7954149,9.4505997,22.80
6,5.7448239,9.7957373,9.4380054,22.87
7,5.7438965,9.7989016,9.4250116,22.92
8,5.7436171,9.7998552,9.4137430,22.93
9,5.7451792,9.7945261,9.4126463,22.98
10,5.7441330,9.7980947,9.4197206,22.98
11,5.7436638,9.7996950,9.3845472,22.98
12,5.7450418,9.7949953,9.3753958,22.97
13,5.7448521,9.7956419,9.3628016,22.93
14,5.7438416,9.7990885,9.3490725,22.95
15,5.7435188,9.8001909,9.3407507,22.92
16,5.7455082,9.7934055,9.3426914,22.89
17,5.7435789,9.7999849,9.3416853,22.86
18,5.7439613,9.7986803,9.3079929,22.80
19,5.7451854,9.7945051,9.2983093,22.82
20,5.7444153,9.7971315,9.2841768,22.83
21,5.7438135,9.7991848,9.2711744,22.92
22,5.7437677,9.7993412,9.2616606,22.88
23,5.7453389,9.7939816,9.2699223,22.85
24,5.7432728,9.8010302,9.2590599,22.88
25,5.7445374,9.7967148,9.2306490,22.88
26,5.7453156,9.7940617,9.2188644,22.88
27,5.7443399,9.7973881,9.2105865,22.93
28,5.7433167,9.8008804,9.1958704,22.94
29,5.7441082,9.7981796,9.1849613,22.93
30,5.7452869,9.7941589,9.1973991,22.98
31,5.7431540,9.8014355,9.1775208,23.00
32,5.7451377,9.7946682,9.1549568,22.98
