Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7441278,9.7981119,9.5175838,23.09
2,5.7442217,9.7977924,9.5066099,23.02
3,5.7443290,9.7974262,9.4975376,22.96
4,5.7445469,9.7966833,9.4864035,22.92
5,5.7449083,9.7954502,9.4764729,22.94
6,5.7445450,9.7966890,9.4666004,22.96
7,5.7437043,9.7995567,9.4547033,22.99
8,5.7444906,9.7968740,9.4431915,23.04
9,5.7442007,9.7978640,9.4323206,23.05
10,5.7443562,9.7973337,9.4232740,23.06
11,5.7447534,9.7959785,9.4144955,23.08
12,5.7451873,9.7944984,9.4042568,23.07
13,5.7445679,9.7966108,9.3950319,23.04
14,5.7437792,9.7993021,9.3829575,23.02
15,5.7443323,9.7974148,9.3745470,23.07
16,5.7445006,9.7968407,9.3643522,23.05
17,5.7445889,9.7965393,9.3554420,23.04
18,5.7445450,9.7966890,9.3458958,23.07
19,5.7449145,9.7954292,9.3351049,23.04
20,5.7444868,9.7968874,9.3255444,23.01
21,5.7435546,9.8000679,9.3121901,23.07
22,5.7442613,9.7976570,9.3059959,23.12
23,5.7443600,9.7973204,9.2937460,23.14
24,5.7443800,9.7972517,9.2834930,23.14
25,5.7446537,9.7963190,9.2746105,23.14
26,5.7450047,9.7951212,9.2655039,23.07
27,5.7441173,9.7981482,9.2533331,23.03
28,5.7436399,9.7997770,9.2401066,23.11
29,5.7442722,9.7976198,9.2319756,23.06
30,5.7444329,9.7970715,9.2204580,23.06
31,5.7449789,9.7952089,9.2091808,22.98
32,5.7444620,9.7969723,9.2004728,22.94
