Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7436032,9.7999020,9.5264578,24.23
2,5.7451801,9.7945232,9.5237522,24.26
3,5.7440825,9.7982674,9.5255222,24.21
4,5.7442741,9.7976131,9.4929476,24.21
5,5.7455683,9.7931995,9.4846792,24.20
6,5.7447376,9.7960320,9.4722137,24.19
7,5.7438416,9.7990885,9.4591541,24.13
8,5.7436342,9.7997961,9.4520702,24.10
9,5.7455540,9.7932491,9.4528465,24.06
10,5.7438564,9.7990379,9.4485121,24.08
11,5.7444115,9.7971449,9.4217482,24.05
12,5.7451501,9.7946253,9.4121227,24.05
13,5.7442880,9.7975664,9.3974695,24.10
14,5.7437325,9.7994614,9.3856983,24.08
15,5.7442107,9.7978296,9.3783875,24.11
16,5.7452126,9.7944126,9.3829889,24.10
17,5.7431068,9.8015966,9.3691931,24.08
18,5.7445774,9.7965784,9.3441906,24.12
19,5.7451673,9.7945671,9.3339300,24.15
20,5.7446127,9.7964582,9.3209467,24.18
21,5.7439508,9.7987165,9.3098192,24.15
22,5.7445359,9.7967205,9.3000212,24.13
23,5.7453995,9.7937756,9.3090296,24.12
24,5.7434864,9.8003006,9.2899780,24.11
25,5.7450457,9.7949820,9.2707691,24.11
26,5.7449813,9.7952013,9.2582760,24.05
27,5.7442398,9.7977304,9.2476149,24.06
28,5.7433605,9.8007307,9.2352324,24.10
29,5.7447844,9.7958727,9.2267151,24.10
30,5.7448750,9.7955637,9.2371569,24.11
31,5.7438192,9.7991648,9.2102022,24.09
32,5.7450981,9.7948027,9.1957169,24.14
