Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7444134,9.7971382,9.5067024,29.48
2,5.7450647,9.7949171,9.5014620,29.53
3,5.7447605,9.7959538,9.4942818,29.55
4,5.7446880,9.7962008,9.4826612,29.53
5,5.7450314,9.7950306,9.4700146,29.53
6,5.7450266,9.7950468,9.4585819,29.51
7,5.7447338,9.7960453,9.4491806,29.50
8,5.7445016,9.7968369,9.4400015,29.52
9,5.7448306,9.7957153,9.4350996,29.45
10,5.7447624,9.7959471,9.4296989,29.45
11,5.7445498,9.7966738,9.4164648,29.40
12,5.7450829,9.7948551,9.4050198,29.41
13,5.7448788,9.7955513,9.3931570,29.46
14,5.7445269,9.7967510,9.3833408,29.43
15,5.7447195,9.7960939,9.3751221,29.49
16,5.7448387,9.7956867,9.3698692,29.50
17,5.7448506,9.7956467,9.3641739,29.53
18,5.7446599,9.7962971,9.3514528,29.52
19,5.7452664,9.7942286,9.3404236,29.52
20,5.7449284,9.7953815,9.3294811,29.42
21,5.7445650,9.7966204,9.3209324,29.41
22,5.7449746,9.7952242,9.3131456,29.40
23,5.7449074,9.7954531,9.3079977,29.41
24,5.7449074,9.7954531,9.2992678,29.39
25,5.7447147,9.7961102,9.2845087,29.38
26,5.7451544,9.7946110,9.2753258,29.41
27,5.7451630,9.7945814,9.2670193,29.37
28,5.7446976,9.7961693,9.2594261,29.41
29,5.7451420,9.7946539,9.2548084,29.43
30,5.7449074,9.7954531,9.2490797,29.42
31,5.7448587,9.7956190,9.2396402,29.41
32,5.7449713,9.7952356,9.2263384,29.39
